,i_half,train_RMSF,test_RMSF
0,395.2691789130313,24.481328600152896,24.481328600152896
1,398.68571305507925,26.065023422827398,13.606140506227364
2,397.4140160662434,22.770431193953513,43.114534278996096
3,390.3661849113286,24.371410430048012,25.878734638538614
4,390.23414735287525,26.252807225611182,12.751411026565007
5,389.6726563609129,27.33961181439214,7.813293636757613
6,393.6442785660456,28.67476793233239,3.2279948507382703
7,403.48917238198754,25.47747525137004,17.07630966378621
8,393.9486710845222,26.349310626027528,10.653674924348975
9,405.62376574081907,16.473511553648,338.22534099081446
10,392.2486993344739,22.326782277046934,54.16246057172287
