"","Ereignis.ID","Datum","SchaSum.MIN","SchaSum.MEDIAN","SchaSum.MAX","wgs.p95","Datensatz"
"354",14201,"2011-12-16",2.483331,3.006577,4.1705203,105,"sim"
"355",14202,"2011-12-16",8.9609428,10.2829419,12.173821,108,"sim"
"356",14203,"2011-12-16",2.0965836,2.539522,3.9516183,103,"sim"
"357",14204,"2011-12-16",12.0584283,13.5572077,16.1775951,110,"sim"
"358",14205,"2011-12-16",2.2091575,2.7255078,3.9249806,105,"sim"
"359",14206,"2011-12-16",5.6358868,6.6154413,8.8669525,107,"sim"
"360",14207,"2011-12-16",4.6352963,5.5770889,7.2766767,106,"sim"
"361",14208,"2011-12-16",12.5463905,14.3302894,16.6009668,108,"sim"
"362",14209,"2011-12-16",4.0674292,4.8173562,6.0705047,103,"sim"
"363",14210,"2011-12-16",14.4518297,16.1549826,19.6892921,111,"sim"
"364",14211,"2011-12-16",4.4655938,5.287282,6.9594708,105,"sim"
"365",14212,"2011-12-16",9.016503,10.7706244,13.9331721,108,"sim"
"366",14213,"2011-12-16",3.4244691,4.3397032,7.1800373,107,"sim"
"367",14214,"2011-12-16",10.4018163,12.1449968,15.3029105,110,"sim"
"368",14215,"2011-12-16",2.9382907,3.8361455,5.8668768,106,"sim"
"369",14216,"2011-12-16",12.1912905,13.790383,17.0690351,112,"sim"
"370",14217,"2011-12-16",3.2122684,4.1033097,6.0529498,107,"sim"
"371",14218,"2011-12-16",4.4628193,5.5679643,7.4451358,105,"sim"
"372",14219,"2011-12-16",3.7639321,4.659575,6.1766879,104,"sim"
"373",14220,"2011-12-16",5.2665243,6.3474892,8.6210308,106,"sim"
"374",14221,"2011-12-16",2.8285836,3.6019891,4.7795157,102,"sim"
"375",14222,"2011-12-16",12.9813638,14.5760523,17.5518165,109,"sim"
"376",14223,"2011-12-16",3.1785118,3.9229744,5.5373835,103,"sim"
"377",14224,"2011-12-16",11.8548727,13.6319052,16.0465666,110,"sim"
"378",14225,"2011-12-16",10.4410277,11.9665758,14.596963,108,"sim"
"379",14226,"2011-12-16",12.9447458,14.7556144,17.6897756,111,"sim"
"380",14227,"2011-12-16",4.5049333,5.3149715,6.8521939,106,"sim"
"381",14228,"2011-12-16",14.3605909,16.3757097,19.5365338,114,"sim"
"382",14229,"2011-12-16",4.5533056,5.5860439,7.8959845,107,"sim"
"383",14801,"1972-11-13",0.615537,0.7688335,1.0751958,96,"sim"
"384",14802,"1972-11-13",1.3836136,1.6337565,2.1453538,98,"sim"
"385",14803,"1972-11-13",0.2192641,0.2841516,0.4386158,94,"sim"
"386",14804,"1972-11-13",2.1861752,2.5640922,3.3429147,100,"sim"
"387",14805,"1972-11-13",0.3855177,0.4930383,0.7779409,95,"sim"
"388",14806,"1972-11-13",3.0944459,3.9944215,5.5631849,97,"sim"
"389",14807,"1972-11-13",2.5714798,3.4539795,4.8385341,96,"sim"
"390",14808,"1972-11-13",3.7901281,4.8261457,6.7426483,99,"sim"
"391",14809,"1972-11-13",1.8196477,2.4452769,4.2901507,94,"sim"
"392",14810,"1972-11-13",4.5449322,5.5639239,8.3590967,101,"sim"
"393",14811,"1972-11-13",2.2386964,2.960177,4.5686097,95,"sim"
"394",14812,"1972-11-13",0.2333399,0.3245585,0.7590813,95,"sim"
"395",14813,"1972-11-13",0.0283711,0.0570641,0.2427858,93,"sim"
"396",14814,"1972-11-13",0.5325379,0.7350361,1.4788255,94,"sim"
"397",14815,"1972-11-13",0.0015578,0.0062989,0.0216892,92,"sim"
"398",14816,"1972-11-13",1.4896513,1.8954586,2.956787,95,"sim"
"399",14817,"1972-11-13",0.0035689,0.00991,0.0441433,93,"sim"
"400",14818,"1972-11-13",3.3816797,4.1359032,5.6290178,99,"sim"
"401",14819,"1972-11-13",1.6089048,2.0585934,2.8952045,98,"sim"
"402",14820,"1972-11-13",3.8463086,4.8271819,6.817136,101,"sim"
"403",14821,"1972-11-13",0.809989,1.0299086,1.4178865,96,"sim"
"404",14822,"1972-11-13",4.6496361,5.7759136,7.6044425,102,"sim"
"405",14823,"1972-11-13",1.0453122,1.3257337,1.8695265,97,"sim"
"406",14824,"1972-11-13",1.2393455,1.5179167,2.0715304,97,"sim"
"407",14825,"1972-11-13",1.0242743,1.262614,1.6818836,96,"sim"
"408",14826,"1972-11-13",1.4582086,1.7548618,2.3388379,99,"sim"
"409",14827,"1972-11-13",0.6530002,0.831287,1.3025374,94,"sim"
"410",14828,"1972-11-13",1.9349611,2.33402,3.0797463,101,"sim"
"411",14829,"1972-11-13",0.7584963,0.9777391,1.4851884,95,"sim"
"412",14901,"1984-01-13",0.1080894,0.1597544,0.3827895,95,"sim"
"413",14902,"1984-01-13",0.1241525,0.1829254,0.3465793,98,"sim"
"414",14903,"1984-01-13",0.0069498,0.0161172,0.0465678,93,"sim"
"415",14904,"1984-01-13",0.2088562,0.2892402,0.5295477,100,"sim"
"416",14905,"1984-01-13",0.0074144,0.0162022,0.0678349,94,"sim"
"417",14906,"1984-01-13",0.0289475,0.057164,0.2267344,95,"sim"
"418",14907,"1984-01-13",0.0229358,0.0477536,0.1735146,94,"sim"
"419",14908,"1984-01-13",0.0398745,0.0755899,0.2143822,97,"sim"
"420",14909,"1984-01-13",0.0102544,0.025104,0.1671017,92,"sim"
"421",14910,"1984-01-13",0.1947872,0.2658517,0.6667718,98,"sim"
"422",14911,"1984-01-13",0.0252426,0.0451915,0.152376,93,"sim"
"423",14912,"1984-01-13",0.0259353,0.052993,0.238921,97,"sim"
"424",14913,"1984-01-13",0.0234614,0.0497846,0.2318253,96,"sim"
"425",14914,"1984-01-13",0.0376376,0.0725536,0.2173199,98,"sim"
"426",14915,"1984-01-13",0.0037281,0.0120112,0.0476368,93,"sim"
"427",14916,"1984-01-13",0.1363508,0.2227149,0.5614168,101,"sim"
"428",14917,"1984-01-13",0.0043173,0.0122777,0.0382336,94,"sim"
"429",14918,"1984-01-13",0.1560326,0.2376226,0.3714881,95,"sim"
"430",14919,"1984-01-13",0.0450697,0.0857737,0.1819703,94,"sim"
"431",14920,"1984-01-13",0.21208,0.3003155,0.4630576,97,"sim"
"432",14921,"1984-01-13",0.0013728,0.0067798,0.0641268,92,"sim"
"433",14922,"1984-01-13",0.4925967,0.6490054,1.1060533,96,"sim"
"434",14923,"1984-01-13",0.0028689,0.0094607,0.0680048,93,"sim"
"435",14924,"1984-01-13",0.1565125,0.2300691,0.4017192,97,"sim"
"436",14925,"1984-01-13",0.1395789,0.2169912,0.4438839,96,"sim"
"437",14926,"1984-01-13",0.1763145,0.2613382,0.5015759,98,"sim"
"438",14927,"1984-01-13",0.0316465,0.0710283,0.203773,93,"sim"
"439",14928,"1984-01-13",0.3692866,0.5114204,0.7900746,101,"sim"
"440",14929,"1984-01-13",0.0344798,0.0735177,0.2406269,94,"sim"
"441",15001,"1990-02-27",11.7223599,12.9661563,15.3266324,113,"sim"
"442",15002,"1990-02-27",14.8570267,16.4844391,19.1011133,116,"sim"
"443",15003,"1990-02-27",9.5408573,10.6446658,12.4024039,111,"sim"
"444",15004,"1990-02-27",16.0003093,17.6884673,20.2637679,119,"sim"
"445",15005,"1990-02-27",10.3942018,11.5558889,13.8213808,112,"sim"
"446",15006,"1990-02-27",15.4183798,17.2319406,20.4447754,115,"sim"
"447",15007,"1990-02-27",14.6761999,16.3822514,19.7389486,113,"sim"
"448",15008,"1990-02-27",16.4086516,18.1858643,20.9699338,117,"sim"
"449",15009,"1990-02-27",13.2562854,14.9299934,17.3093271,111,"sim"
"450",15010,"1990-02-27",17.4675697,19.6373604,22.6129901,119,"sim"
"451",15011,"1990-02-27",14.0994168,15.625681,18.9065813,112,"sim"
"452",15012,"1990-02-27",16.924982,19.2049905,23.3406268,116,"sim"
"453",15013,"1990-02-27",15.8154573,17.8960456,21.4132949,114,"sim"
"454",15014,"1990-02-27",17.7468205,20.1871672,24.0314818,118,"sim"
"455",15015,"1990-02-27",14.2487487,16.213377,19.4921148,111,"sim"
"456",15016,"1990-02-27",19.6002695,22.0591897,25.3671177,120,"sim"
"457",15017,"1990-02-27",14.9859862,17.0173726,20.1130885,113,"sim"
"458",15018,"1990-02-27",6.7711253,8.0258577,11.7631022,107,"sim"
"459",15019,"1990-02-27",6.2601939,7.5084784,9.5580721,106,"sim"
"460",15020,"1990-02-27",15.2353622,16.8027114,19.2867254,109,"sim"
"461",15021,"1990-02-27",5.5572765,6.745658,9.1184561,103,"sim"
"462",15022,"1990-02-27",16.1473544,18.0762052,21.0166537,111,"sim"
"463",15023,"1990-02-27",5.974693,7.144907,9.0735551,105,"sim"
"464",15024,"1990-02-27",17.6656858,19.4092352,22.2127248,118,"sim"
"465",15025,"1990-02-27",16.0004235,18.1396068,21.4630867,116,"sim"
"466",15026,"1990-02-27",18.2638302,20.3683499,24.0550053,120,"sim"
"467",15027,"1990-02-27",13.6107964,15.3653625,17.5397559,114,"sim"
"468",15028,"1990-02-27",19.9836617,22.2310653,25.4785775,122,"sim"
"469",15029,"1990-02-27",15.1768396,16.978986,19.6739996,115,"sim"
"470",15101,"1999-12-26",53.6415013,58.6738192,65.053077,131,"sim"
"471",15102,"1999-12-26",60.3770995,67.278887,73.5275116,135,"sim"
"472",15103,"1999-12-26",47.9384018,51.9443982,56.1367455,128,"sim"
"473",15104,"1999-12-26",68.6734114,74.9657464,81.6021342,138,"sim"
"474",15105,"1999-12-26",51.5292448,55.2146152,60.3295426,130,"sim"
"475",15106,"1999-12-26",59.0148869,63.4776883,69.5363776,132,"sim"
"476",15107,"1999-12-26",54.3375741,59.0846068,66.1870845,130,"sim"
"477",15108,"1999-12-26",61.5842998,68.0648633,74.3110306,133,"sim"
"478",15109,"1999-12-26",48.0001692,52.2575125,57.2356584,126,"sim"
"479",15110,"1999-12-26",70.5528559,75.9250385,83.4958496,137,"sim"
"480",15111,"1999-12-26",51.571957,55.5666788,61.1154829,128,"sim"
"481",15112,"1999-12-26",68.1272823,74.6332142,83.8624832,128,"sim"
"482",15113,"1999-12-26",63.3960133,69.4638119,78.5687671,126,"sim"
"483",15114,"1999-12-26",73.0019731,80.2167367,88.7262959,130,"sim"
"484",15115,"1999-12-26",27.2543187,31.2628704,36.6578307,123,"sim"
"485",15116,"1999-12-26",82.3893323,90.8195339,101.429887,133,"sim"
"486",15117,"1999-12-26",28.7500481,32.8898854,38.5165821,125,"sim"
"487",15118,"1999-12-26",29.7153091,33.3855111,39.8598397,125,"sim"
"488",15119,"1999-12-26",27.739348,31.3698798,36.7342664,123,"sim"
"489",15120,"1999-12-26",65.3893469,71.2294534,81.7413967,127,"sim"
"490",15121,"1999-12-26",24.7060163,27.9998328,32.5685245,120,"sim"
"491",15122,"1999-12-26",72.4885601,79.3983151,88.1324536,130,"sim"
"492",15123,"1999-12-26",25.621141,29.7093109,35.9226204,122,"sim"
"493",15124,"1999-12-26",72.6620077,79.7602837,87.4497088,135,"sim"
"494",15125,"1999-12-26",68.0919372,74.4489127,82.5769745,133,"sim"
"495",15126,"1999-12-26",78.067474,85.5782658,95.3785614,137,"sim"
"496",15127,"1999-12-26",59.6526658,66.196716,74.1421289,130,"sim"
"497",15128,"1999-12-26",88.1932474,96.3628709,108.440218,140,"sim"
"498",15129,"1999-12-26",63.2378169,70.1732802,78.4777027,132,"sim"
"499",2201,"1949-03-01",1.0995735,1.3695702,1.8229002,97,"sim"
"500",2202,"1949-03-01",1.7443876,2.0953694,2.8149526,99,"sim"
"501",2203,"1949-03-01",0.5083156,0.6532257,0.9700366,95,"sim"
"502",2204,"1949-03-01",2.7010958,3.3045409,4.4297233,100,"sim"
"503",2205,"1949-03-01",0.6962368,0.8891512,1.3583722,96,"sim"
"504",2206,"1949-03-01",3.064644,3.8007043,5.3492684,99,"sim"
"505",2207,"1949-03-01",2.4274472,3.1332054,4.8196624,98,"sim"
"506",2208,"1949-03-01",3.8456472,4.6681865,6.1696748,100,"sim"
"507",2209,"1949-03-01",1.0123065,1.25331,2.1012035,98,"sim"
"508",2210,"1949-03-01",4.197076,5.0692064,7.0705829,102,"sim"
"509",2211,"1949-03-01",1.2058004,1.4672792,2.4213854,99,"sim"
"510",2212,"1949-03-01",0.0888922,0.1616666,0.8499066,97,"sim"
"511",2213,"1949-03-01",0.0211008,0.0368885,0.0955035,95,"sim"
"512",2214,"1949-03-01",0.2259153,0.313575,0.9910655,97,"sim"
"513",2215,"1949-03-01",0.0099667,0.0226179,0.0724859,94,"sim"
"514",2216,"1949-03-01",0.811201,1.1272334,2.1480812,97,"sim"
"515",2217,"1949-03-01",0.0150152,0.0273627,0.0985603,95,"sim"
"516",2218,"1949-03-01",1.6843452,2.2004122,3.6188927,96,"sim"
"517",2219,"1949-03-01",0.9654395,1.2992158,2.4402766,94,"sim"
"518",2220,"1949-03-01",3.0892884,3.8523757,5.4309807,97,"sim"
"519",2221,"1949-03-01",0.2227513,0.3305217,1.0083321,93,"sim"
"520",2222,"1949-03-01",3.9803478,4.8899352,6.8179333,99,"sim"
"521",2223,"1949-03-01",0.3054212,0.4328076,1.1526165,94,"sim"
"522",2224,"1949-03-01",1.6254165,1.9494196,2.4442057,103,"sim"
"523",2225,"1949-03-01",1.4788174,1.768114,2.3823789,102,"sim"
"524",2226,"1949-03-01",2.0088068,2.3969371,3.4802629,105,"sim"
"525",2227,"1949-03-01",1.1768457,1.46203,1.9211925,100,"sim"
"526",2228,"1949-03-01",2.332648,2.8263655,4.0845644,107,"sim"
"527",2229,"1949-03-01",1.2933253,1.5788384,2.1357506,101,"sim"
"528",3201,"1952-11-07",0.2463014,0.3266001,0.4697218,94,"sim"
"529",3202,"1952-11-07",0.895902,1.1422128,1.5738784,97,"sim"
"530",3203,"1952-11-07",0.0915262,0.1263069,0.1883764,93,"sim"
"531",3204,"1952-11-07",2.2452682,2.684079,3.4466524,98,"sim"
"532",3205,"1952-11-07",0.1846688,0.2533057,0.4109692,94,"sim"
"533",3206,"1952-11-07",0.3488251,0.4614209,0.7358209,96,"sim"
"534",3207,"1952-11-07",0.2790311,0.3877072,0.5895637,95,"sim"
"535",3208,"1952-11-07",0.6333134,0.7941557,1.1034576,98,"sim"
"536",3209,"1952-11-07",0.1498155,0.2107718,0.3830806,93,"sim"
"537",3210,"1952-11-07",2.7372705,3.4012285,4.8555112,99,"sim"
"538",3211,"1952-11-07",0.2631491,0.3575724,0.5658644,94,"sim"
"539",3212,"1952-11-07",0.4908605,0.6631647,1.0375394,94,"sim"
"540",3213,"1952-11-07",0.3008418,0.4102359,0.7240206,94,"sim"
"541",3214,"1952-11-07",0.9668752,1.2457211,2.2623568,95,"sim"
"542",3215,"1952-11-07",0.0354587,0.0622552,0.1545914,92,"sim"
"543",3216,"1952-11-07",1.9997625,2.7629342,4.1629576,97,"sim"
"544",3217,"1952-11-07",0.1244958,0.2162831,0.4601911,93,"sim"
"545",3218,"1952-11-07",0.0134344,0.0254776,0.0550041,92,"sim"
"546",3219,"1952-11-07",0.0037991,0.0113436,0.0343967,92,"sim"
"547",3220,"1952-11-07",0.2847114,0.4170347,1.1178143,93,"sim"
"548",3221,"1952-11-07",0.2847114,0.4170347,1.1178143,93,"sim"
"549",3222,"1952-11-07",3.1575529,3.9430081,5.2007667,93,"sim"
"550",3223,"1952-11-07",3.1575529,3.9430081,5.2007667,93,"sim"
"551",3224,"1952-11-07",1.1356202,1.4963938,2.5628433,96,"sim"
"552",3225,"1952-11-07",0.8816944,1.1341293,1.9702166,95,"sim"
"553",3226,"1952-11-07",1.7702496,2.2337749,3.2917286,97,"sim"
"554",3227,"1952-11-07",0.4643468,0.6356054,1.1174279,93,"sim"
"555",3228,"1952-11-07",2.58735,3.1594777,4.3699541,99,"sim"
"556",3229,"1952-11-07",0.7276002,0.9730012,1.7172208,94,"sim"
"557",3901,"1954-12-23",0.8390668,1.0450022,1.3564668,104,"sim"
"558",3902,"1954-12-23",1.5816687,1.8775393,2.6343784,107,"sim"
"559",3903,"1954-12-23",0.5430531,0.697867,0.9549914,102,"sim"
"560",3904,"1954-12-23",4.5455424,5.1927068,6.5006124,109,"sim"
"561",3905,"1954-12-23",0.7834565,0.9695396,1.4030732,103,"sim"
"562",3906,"1954-12-23",0.5210673,0.65453,0.9950891,101,"sim"
"563",3907,"1954-12-23",0.362537,0.4719207,0.8091267,100,"sim"
"564",3908,"1954-12-23",0.5558154,0.7193761,1.0134739,102,"sim"
"565",3909,"1954-12-23",0.2734444,0.3759078,0.6094034,98,"sim"
"566",3910,"1954-12-23",0.7020555,0.9488641,1.3542447,104,"sim"
"567",3911,"1954-12-23",0.3202897,0.417345,0.6612096,99,"sim"
"568",3912,"1954-12-23",2.1712863,2.6678658,3.833965,106,"sim"
"569",3913,"1954-12-23",1.9538634,2.4010841,3.6991345,104,"sim"
"570",3914,"1954-12-23",2.5304654,3.1083471,4.3462704,107,"sim"
"571",3915,"1954-12-23",1.2657415,1.5605182,2.4771635,102,"sim"
"572",3916,"1954-12-23",8.3255927,9.7368307,12.2166029,110,"sim"
"573",3917,"1954-12-23",1.7423058,2.2561711,3.5084541,103,"sim"
"574",3918,"1954-12-23",0.3666984,0.4813529,0.7225361,98,"sim"
"575",3919,"1954-12-23",0.2846299,0.4038454,0.5889011,97,"sim"
"576",3920,"1954-12-23",0.5859737,0.7331344,0.9666413,100,"sim"
"577",3921,"1954-12-23",0.1469295,0.209866,0.3482079,95,"sim"
"578",3922,"1954-12-23",1.4603634,1.7667322,2.7626582,100,"sim"
"579",3923,"1954-12-23",0.2894358,0.3724013,0.527523,96,"sim"
"580",3924,"1954-12-23",2.0390363,2.3983608,3.451365,101,"sim"
"581",3925,"1954-12-23",1.7383652,2.0759012,2.6445321,100,"sim"
"582",3926,"1954-12-23",2.3069874,2.6955757,3.5195071,102,"sim"
"583",3927,"1954-12-23",1.1431535,1.4790443,1.9822018,98,"sim"
"584",3928,"1954-12-23",2.8303995,3.3337846,4.2609935,105,"sim"
"585",3929,"1954-12-23",1.5808099,1.8815221,2.4598921,99,"sim"
"586",4202,"1956-03-01",1.5808099,1.8815221,2.4598921,99,"sim"
"587",4204,"1956-03-01",3.34e-05,0.0010622,0.0042739,91,"sim"
"588",4208,"1956-03-01",0.0014052,0.004925,0.0334907,91,"sim"
"589",4210,"1956-03-01",0.0111235,0.0233551,0.0886564,92,"sim"
"590",4226,"1956-03-01",0.0047836,0.0113262,0.0623071,91,"sim"
"591",4228,"1956-03-01",0.0213624,0.0360881,0.1166066,92,"sim"
"592",5501,"1962-02-17",0.2368574,0.3373296,0.6109512,95,"sim"
"593",5502,"1962-02-17",0.70334,0.9019006,1.340705,96,"sim"
"594",5503,"1962-02-17",0.0133756,0.0266412,0.0693165,93,"sim"
"595",5504,"1962-02-17",0.925992,1.172004,1.6871042,98,"sim"
"596",5505,"1962-02-17",0.0999432,0.1358802,0.2121805,94,"sim"
"597",5506,"1962-02-17",0.5294903,0.6774067,0.9352654,96,"sim"
"598",5507,"1962-02-17",0.3886097,0.4999284,0.7328605,95,"sim"
"599",5508,"1962-02-17",0.8444607,0.995961,1.342856,98,"sim"
"600",5509,"1962-02-17",0.1205485,0.1816609,0.3744941,94,"sim"
"601",5510,"1962-02-17",1.0424586,1.2629002,1.7085284,100,"sim"
"602",5511,"1962-02-17",0.2254809,0.3260335,0.5519293,95,"sim"
"603",5512,"1962-02-17",0.0215886,0.0400861,0.1187975,92,"sim"
"604",5513,"1962-02-17",0.0010138,0.0053596,0.0204922,93,"sim"
"605",5514,"1962-02-17",0.0335007,0.0561063,0.1541983,93,"sim"
"606",5515,"1962-02-17",8.2e-06,0.0006598,0.0065368,91,"sim"
"607",5516,"1962-02-17",0.0399123,0.0690125,0.1699209,95,"sim"
"608",5517,"1962-02-17",8.6e-06,0.0007219,0.0068317,92,"sim"
"609",5518,"1962-02-17",0.1477972,0.2403735,0.8768336,93,"sim"
"610",5519,"1962-02-17",0.0531809,0.108641,0.6939241,91,"sim"
"611",5520,"1962-02-17",0.5175211,0.7753146,1.7236135,94,"sim"
"612",5521,"1962-02-17",0.5175211,0.7753146,1.7236135,94,"sim"
"613",5522,"1962-02-17",1.036754,1.4829933,2.8172519,96,"sim"
"614",5523,"1962-02-17",0.0063728,0.0209778,0.1682409,90,"sim"
"615",5524,"1962-02-17",0.9335438,1.1711602,1.5800391,97,"sim"
"616",5525,"1962-02-17",0.7389503,0.9596843,1.5270253,96,"sim"
"617",5526,"1962-02-17",1.1466719,1.4116522,2.1185929,99,"sim"
"618",5527,"1962-02-17",0.3908667,0.56846,0.9483344,94,"sim"
"619",5528,"1962-02-17",1.3749108,1.6854564,2.2208252,101,"sim"
"620",5529,"1962-02-17",0.5343124,0.7173693,1.0447032,95,"sim"
"621",5722,"1964-10-09",0.5343124,0.7173693,1.0447032,95,"sim"
"622",622,"1942-01-29",0.0019785,0.0070423,0.0264604,91,"sim"
"623",6402,"1967-02-24",0.0080125,0.0222604,0.0996807,93,"sim"
"624",6404,"1967-02-24",0.0086154,0.0248972,0.1052956,95,"sim"
"625",6408,"1967-02-24",0.0086154,0.0248972,0.1052956,95,"sim"
"626",6410,"1967-02-24",0.006034,0.0132571,0.0421076,92,"sim"
"627",6412,"1967-02-24",0.0173108,0.0477843,0.3000576,91,"sim"
"628",6414,"1967-02-24",0.0191486,0.0505048,0.3358877,93,"sim"
"629",6416,"1967-02-24",0.0180196,0.0547934,0.3196275,95,"sim"
"630",6418,"1967-02-24",0.0139134,0.0351182,0.1855006,91,"sim"
"631",6420,"1967-02-24",0.0118455,0.0371016,0.1793599,93,"sim"
"632",6422,"1967-02-24",0.0141974,0.0392717,0.1666141,95,"sim"
"633",6426,"1967-02-24",0.0009748,0.0062845,0.0359568,90,"sim"
"634",6428,"1967-02-24",0.1405708,0.2099144,0.4104307,92,"sim"
"635",7602,"1971-11-20",0.1405708,0.2099144,0.4104307,92,"sim"
"636",7604,"1971-11-20",0.0064208,0.0136056,0.061952,91,"sim"
"637",7608,"1971-11-20",0.0064208,0.0136056,0.061952,91,"sim"
"638",7610,"1971-11-20",2.32e-05,0.0012458,0.017281,90,"sim"
"639",7618,"1971-11-20",0.034464,0.0562879,0.2584375,94,"sim"
"640",7619,"1971-11-20",0.0064982,0.0142717,0.064573,92,"sim"
"641",7620,"1971-11-20",0.0980672,0.1450349,0.4032036,95,"sim"
"642",7621,"1971-11-20",0.0021532,0.0061979,0.0525188,90,"sim"
"643",7622,"1971-11-20",0.3050431,0.4423655,0.6878931,96,"sim"
"644",7623,"1971-11-20",0.0062228,0.013711,0.0670803,91,"sim"
"645",7628,"1971-11-20",8.1e-06,0.0006708,0.0064385,90,"sim"
"646",7704,"1972-03-27",0.0258264,0.0453384,0.1715838,91,"sim"
"647",7708,"1972-03-27",0.0258264,0.0453384,0.1715838,91,"sim"
"648",7710,"1972-03-27",1.1376232,1.6495602,3.4911962,91,"sim"
"649",7722,"1972-03-27",0.0320763,0.0516044,0.1210217,91,"sim"
"650",7726,"1972-03-27",0.0003502,0.00375,0.0163609,90,"sim"
"651",7728,"1972-03-27",0.0088251,0.0185064,0.0490252,92,"sim"
"652",8222,"1974-02-04",0.0088251,0.0185064,0.0490252,92,"sim"
"653",8401,"1974-10-20",0.025642,0.0514299,0.1421384,91,"sim"
"654",8402,"1974-10-20",0.0308392,0.0573227,0.1779058,94,"sim"
"655",8404,"1974-10-20",0.0392009,0.069987,0.1839281,96,"sim"
"656",8405,"1974-10-20",0.0235219,0.0489125,0.1369015,90,"sim"
"657",8410,"1974-10-20",1.5e-05,0.001239,0.0053488,90,"sim"
"658",8412,"1974-10-20",0.0093061,0.019946,0.0691413,93,"sim"
"659",8413,"1974-10-20",0.0090669,0.0185424,0.0676357,91,"sim"
"660",8414,"1974-10-20",0.0074799,0.0205691,0.06615,94,"sim"
"661",8416,"1974-10-20",0.014479,0.0266433,0.0734981,96,"sim"
"662",8417,"1974-10-20",0.0085962,0.0177823,0.0564448,90,"sim"
"663",8418,"1974-10-20",0.0084201,0.0197594,0.0482381,93,"sim"
"664",8419,"1974-10-20",0.0082069,0.0187256,0.0474773,91,"sim"
"665",8420,"1974-10-20",0.0084255,0.020861,0.0523054,94,"sim"
"666",8422,"1974-10-20",0.0279984,0.0539204,0.1499566,96,"sim"
"667",8423,"1974-10-20",0.0079818,0.0179466,0.0496409,90,"sim"
"668",8424,"1974-10-20",0.0284512,0.0576747,0.3043498,93,"sim"
"669",8425,"1974-10-20",0.0212862,0.054915,0.2895583,91,"sim"
"670",8426,"1974-10-20",0.0290517,0.0605019,0.3111525,94,"sim"
"671",8428,"1974-10-20",0.0256365,0.0673497,0.3547852,96,"sim"
"672",8429,"1974-10-20",0.0189993,0.0520287,0.2810368,90,"sim"
"673",8601,"1976-01-03",0.0061975,0.0146894,0.0431355,91,"sim"
"674",8602,"1976-01-03",0.0137487,0.0288929,0.0712973,92,"sim"
"675",8603,"1976-01-03",0.0137487,0.0288929,0.0712973,92,"sim"
"676",8604,"1976-01-03",0.0713699,0.1042759,0.1730528,94,"sim"
"677",8605,"1976-01-03",0.0713699,0.1042759,0.1730528,94,"sim"
"678",8606,"1976-01-03",0.0231212,0.041318,0.0956481,92,"sim"
"679",8607,"1976-01-03",0.0076853,0.0188513,0.0895388,91,"sim"
"680",8608,"1976-01-03",0.0753608,0.1170682,0.2168582,94,"sim"
"681",8609,"1976-01-03",0.0753608,0.1170682,0.2168582,94,"sim"
"682",8610,"1976-01-03",0.1838806,0.2625201,0.4667325,96,"sim"
"683",8611,"1976-01-03",0.003475,0.0121282,0.0637096,90,"sim"
"684",8612,"1976-01-03",0.003475,0.0121282,0.0637096,90,"sim"
"685",8614,"1976-01-03",3.01e-05,0.0012961,0.0068039,90,"sim"
"686",8616,"1976-01-03",0.001736,0.005556,0.0225784,92,"sim"
"687",8618,"1976-01-03",0.0081451,0.0180569,0.0476284,93,"sim"
"688",8619,"1976-01-03",0.0011715,0.005274,0.0250668,92,"sim"
"689",8620,"1976-01-03",0.0247079,0.0439469,0.0976696,94,"sim"
"690",8621,"1976-01-03",0.0247079,0.0439469,0.0976696,94,"sim"
"691",8622,"1976-01-03",0.052525,0.0845366,0.2150524,97,"sim"
"692",8623,"1976-01-03",0.0009215,0.0051974,0.0166137,91,"sim"
"693",8624,"1976-01-03",0.346468,0.4841271,0.8578108,92,"sim"
"694",8625,"1976-01-03",0.0977116,0.1366133,0.2245959,92,"sim"
"695",8626,"1976-01-03",0.5967911,0.7944581,1.1982601,94,"sim"
"696",8627,"1976-01-03",0.0009506,0.0039889,0.015,90,"sim"
"697",8628,"1976-01-03",0.8722213,1.1328127,1.5754563,96,"sim"
"698",8629,"1976-01-03",0.0060874,0.0128362,0.049769,91,"sim"
"699",9701,"1983-02-01",0.0915621,0.1387022,0.2468633,93,"sim"
"700",9702,"1983-02-01",0.2991027,0.3937454,0.6436589,96,"sim"
"701",9703,"1983-02-01",0.0027767,0.0101124,0.0555824,91,"sim"
"702",9704,"1983-02-01",0.375937,0.4981264,0.7842636,98,"sim"
"703",9705,"1983-02-01",0.0250084,0.0434937,0.1161551,92,"sim"
"704",9706,"1983-02-01",0.1658288,0.2360008,0.4770923,95,"sim"
"705",9707,"1983-02-01",0.1198227,0.1858061,0.3675818,93,"sim"
"706",9708,"1983-02-01",0.4365219,0.5878751,0.8815833,96,"sim"
"707",9709,"1983-02-01",0.0079306,0.0192974,0.1094826,91,"sim"
"708",9710,"1983-02-01",0.7168317,0.9046704,1.2581545,98,"sim"
"709",9711,"1983-02-01",0.1080629,0.1734754,0.4011205,92,"sim"
"710",9712,"1983-02-01",0.052614,0.1213741,0.3822378,94,"sim"
"711",9713,"1983-02-01",0.0493166,0.1146446,0.3771724,93,"sim"
"712",9714,"1983-02-01",0.2565807,0.432801,0.8487865,96,"sim"
