N,cal_region2,log_ratio_total_impact,total_impact_CLIMADA,total_impact_EMDAT_scaled,v_half
31,NI,1.5300506113887749,390244781772.3722,84497637586.661,46.800000000000296
31,NI,1.5224798836540812,387301500229.3533,84497637586.661,46.9000000000003
31,NI,1.5149221052277675,384385394826.34485,84497637586.661,47.0000000000003
31,NI,1.5073772508114178,381496176055.7866,84497637586.661,47.10000000000032
31,NI,1.4998452939536437,378633557409.5067,84497637586.661,47.20000000000029
31,NI,1.4923262070905499,375797255365.6907,84497637586.661,47.300000000000324
31,NI,1.4848199615857378,372986989375.1685,84497637586.661,47.4000000000003
31,NI,1.4773265277697663,370202481847.0257,84497637586.661,47.50000000000031
31,NI,1.4698458749791163,367443458133.5854,84497637586.661,47.60000000000032
31,NI,1.462377971594587,364709646514.76904,84497637586.661,47.70000000000032
31,NI,1.4549227850791553,362000778181.8778,84497637586.661,47.800000000000324
31,NI,1.4474802820152428,359316587220.80365,84497637586.661,47.900000000000325
31,NI,1.4400504281414233,356656810594.7139,84497637586.661,48.00000000000031
31,NI,1.4326331883885137,354021188126.216,84497637586.661,48.10000000000032
31,NI,1.4252285269150846,351409462479.0434,84497637586.661,48.20000000000032
31,NI,1.4178364071423393,348821379139.2731,84497637586.661,48.300000000000324
31,NI,1.4104567917883917,346256686396.1116,84497637586.661,48.400000000000325
31,NI,1.4030896429019086,343715135322.2615,84497637586.661,48.50000000000033
31,NI,1.3957349218951314,341196479753.9012,84497637586.661,48.60000000000032
31,NI,1.3883925895762532,338700476270.2927,84497637586.661,48.70000000000032
31,NI,1.3810626061811786,336226884173.0488,84497637586.661,48.800000000000324
31,NI,1.3737449314046157,333775465465.0685,84497637586.661,48.900000000000325
31,NI,1.366439524430561,331345984829.1792,84497637586.661,49.00000000000033
31,NI,1.359146343962112,328938209606.48816,84497637586.661,49.10000000000034
31,NI,1.3518653482506604,326551909774.4788,84497637586.661,49.20000000000032
31,NI,1.3445964951244294,324186857924.86194,84497637586.661,49.300000000000345
31,NI,1.33733974201638,321842829241.20575,84497637586.661,49.400000000000325
31,NI,1.3300950459914729,319519601476.3623,84497637586.661,49.50000000000034
31,NI,1.3228623637732966,317216954929.7078,84497637586.661,49.60000000000034
31,NI,1.31564165177006,314934672424.216,84497637586.661,49.700000000000344
31,NI,1.3084328660999613,312672539283.3823,84497637586.661,49.800000000000345
31,NI,1.3012359626159176,310430343308.01086,84497637586.661,49.900000000000354
31,NI,1.294050896929685,308207874752.8881,84497637586.661,50.00000000000034
31,NI,1.2868776244353501,306004926303.35077,84497637586.661,50.10000000000035
31,NI,1.2797161003322226,303821293051.7717,84497637586.661,50.200000000000344
31,NI,1.2725662796471007,301656772473.96814,84497637586.661,50.30000000000035
31,NI,1.2654281172559505,299511164405.5565,84497637586.661,50.400000000000354
31,NI,1.2583015679049858,297384271018.2618,84497637586.661,50.50000000000036
31,NI,1.2511865862311522,295275896796.1948,84497637586.661,50.60000000000035
31,NI,1.244083126782033,293185848512.11224,84497637586.661,50.70000000000037
31,NI,1.2369911440351775,291113935203.67035,84497637586.661,50.80000000000035
31,NI,1.2299105924168605,289059968149.6844,84497637586.661,50.90000000000036
31,NI,1.222841426320277,287023760846.4052,84497637586.661,51.00000000000036
31,NI,1.2157836001231792,285005128983.822,84497637586.661,51.10000000000037
31,NI,1.2087370682049785,283003890422.00757,84497637586.661,51.20000000000037
31,NI,1.2017017849632872,281019865167.50574,84497637586.661,51.300000000000374
31,NI,1.194677704829949,279052875349.783,84497637586.661,51.40000000000036
31,NI,1.1876647822865276,277102745197.74164,84497637586.661,51.50000000000037
31,NI,1.1806629718792927,275169301016.31323,84497637586.661,51.60000000000037
31,NI,1.1736722282336864,273252371163.13245,84497637586.661,51.70000000000037
31,NI,1.1666925060683042,271351786025.3072,84497637586.661,51.800000000000374
31,NI,1.1597237602083628,269467377996.2828,84497637586.661,51.90000000000038
31,NI,1.1527659455987112,267598981452.82047,84497637586.661,52.00000000000037
31,NI,1.1458190173163412,265746432732.08224,84497637586.661,52.10000000000038
31,NI,1.1388829305824542,263909570108.84323,84497637586.661,52.20000000000037
31,NI,1.1319576407740517,262088233772.82495,84497637586.661,52.30000000000038
31,NI,1.12504310343509,260282265806.16547,84497637586.661,52.40000000000038
31,NI,1.1181392742871825,258491510161.02444,84497637586.661,52.500000000000384
31,NI,1.1112461092398835,256715812637.33536,84497637586.661,52.60000000000038
31,NI,1.1043635644005325,254955020860.70163,84497637586.661,52.7000000000004
31,NI,1.097491596083699,253208984260.45087,84497637586.661,52.80000000000038
31,NI,1.0906301608202027,251477554047.84134,84497637586.661,52.90000000000039
31,NI,1.0837792153657593,249760583194.4364,84497637586.661,53.000000000000384
31,NI,1.076938716709205,248057926410.63678,84497637586.661,53.10000000000039
31,NI,1.0701086220803757,246369440124.3907,84497637586.661,53.2000000000004
31,NI,1.0632888889575778,244694982460.06793,84497637586.661,53.3000000000004
31,NI,1.0564794750747222,243034413217.51694,84497637586.661,53.40000000000039
31,NI,1.049680338428083,241387593851.29474,84497637586.661,53.5000000000004
31,NI,1.0428914372827212,239754387450.08243,84497637586.661,53.60000000000039
31,NI,1.036112730178555,238134658716.28088,84497637586.661,53.7000000000004
31,NI,1.0293441759361124,236528273945.79523,84497637586.661,53.8000000000004
31,NI,1.0225857336619442,234935101008.00494,84497637586.661,53.900000000000404
31,NI,1.0158373627537347,233355009325.92566,84497637586.661,54.0000000000004
31,NI,1.0090990229050942,231787869856.561,84497637586.661,54.10000000000041
31,NI,1.0023706741100573,230233555071.44904,84497637586.661,54.2000000000004
31,NI,0.9956522766672791,228691938937.40045,84497637586.661,54.30000000000041
31,NI,0.9889437911839603,227162896897.4358,84497637586.661,54.400000000000404
31,NI,0.9822451785794789,225646305851.91556,84497637586.661,54.50000000000041
31,NI,0.975556400088763,224142044139.87024,84497637586.661,54.60000000000041
31,NI,0.9688774172653916,222649991520.52652,84497637586.661,54.70000000000042
31,NI,0.9622081919844475,221170029155.03348,84497637586.661,54.80000000000041
31,NI,0.9555486864451155,219702039588.38684,84497637586.661,54.90000000000042
31,NI,0.9488988631730406,218245906731.5527,84497637586.661,55.00000000000041
31,NI,0.9422586850224474,216801515843.78995,84497637586.661,55.10000000000042
31,NI,0.9356281151780445,215368753515.17465,84497637586.661,55.20000000000042
31,NI,0.9290071171566855,213947507649.3196,84497637586.661,55.300000000000416
31,NI,0.9223956548088398,212537667446.29782,84497637586.661,55.40000000000042
31,NI,0.9157936923198301,211139123385.75995,84497637586.661,55.50000000000042
31,NI,0.9092011942108934,209751767210.25574,84497637586.661,55.60000000000042
31,NI,0.9026181253400242,208375491908.74817,84497637586.661,55.70000000000043
31,NI,0.8960444509026418,207010191700.32892,84497637586.661,55.800000000000416
31,NI,0.889480136432066,205655762018.128,84497637586.661,55.90000000000043
31,NI,0.8829251477998273,204312099493.42255,84497637586.661,56.00000000000042
31,NI,0.8763794512157868,202979101939.93686,84497637586.661,56.10000000000044
31,NI,0.8698430132281139,201656668338.34137,84497637586.661,56.20000000000043
31,NI,0.8633158007230748,200344698820.93976,84497637586.661,56.30000000000044
31,NI,0.8567977809246993,199043094656.55435,84497637586.661,56.40000000000043
31,NI,0.85028892139427,197751758235.59775,84497637586.661,56.50000000000044
31,NI,0.8437891900296863,196470593055.33798,84497637586.661,56.60000000000044
31,NI,0.8372985550646768,195199503705.3503,84497637586.661,56.700000000000436
31,NI,0.8308169850678918,193938395853.1592,84497637586.661,56.80000000000044
31,NI,0.8243444489418517,192687176230.0638,84497637586.661,56.90000000000046
31,NI,0.817880915921788,191445752617.1516,84497637586.661,57.00000000000044
31,NI,0.8114263555743507,190214033831.49277,84497637586.661,57.100000000000456
31,NI,0.8049807377962148,188991929712.5196,84497637586.661,57.200000000000436
31,NI,0.798544032812564,187779351108.58383,84497637586.661,57.30000000000046
31,NI,0.7921162111754858,186576209863.69653,84497637586.661,57.40000000000046
31,NI,0.7856972437622471,185382418804.4421,84497637586.661,57.500000000000455
31,NI,0.7792871017734901,184197891727.07166,84497637586.661,57.600000000000456
31,NI,0.7728857567313284,183022543384.76923,84497637586.661,57.70000000000046
31,NI,0.7664931804773533,181856289475.091,84497637586.661,57.80000000000046
31,NI,0.7601093451705616,180699046627.5766,84497637586.661,57.90000000000046
31,NI,0.7537342232852026,179550732391.5298,84497637586.661,58.000000000000455
31,NI,0.7473677876085406,178411265223.96603,84497637586.661,58.100000000000456
31,NI,0.7410100112385621,177280564477.729,84497637586.661,58.20000000000046
31,NI,0.7346608675815928,176158550389.76782,84497637586.661,58.300000000000466
31,NI,0.7283203303498691,175045144069.58112,84497637586.661,58.40000000000046
31,NI,0.7219883735590329,173940267487.81888,84497637586.661,58.50000000000047
31,NI,0.715664971525577,172843843465.04562,84497637586.661,58.600000000000456
31,NI,0.7093500988642314,171755795660.66043,84497637586.661,58.700000000000465
31,NI,0.7030437304853017,170676048561.97318,84497637586.661,58.800000000000466
31,NI,0.6967458415919484,169604527473.43344,84497637586.661,58.900000000000475
31,NI,0.6904564076774352,168541158506.0137,84497637586.661,59.00000000000047
31,NI,0.6841754045223208,167485868566.74127,84497637586.661,59.10000000000048
31,NI,0.6779028081916227,166438585348.38025,84497637586.661,59.200000000000465
31,NI,0.6716385950319285,165399237319.25836,84497637586.661,59.30000000000048
31,NI,0.6653827416684926,164367753713.24197,84497637586.661,59.400000000000475
31,NI,0.6591352250022795,163344064519.8507,84497637586.661,59.500000000000476
31,NI,0.6528960222069966,162328100474.5171,84497637586.661,59.60000000000048
31,NI,0.6466651107260847,161319793048.983,84497637586.661,59.70000000000049
31,NI,0.6404424682696979,160319074441.83667,84497637586.661,59.80000000000048
31,NI,0.6342280728116471,159325877569.18344,84497637586.661,59.900000000000496
31,NI,0.6280219025863378,158340136055.45325,84497637586.661,60.000000000000476
31,NI,0.6218239360856752,157361784224.33832,84497637586.661,60.1000000000005
31,NI,0.6156341520559703,156390757089.86472,84497637586.661,60.20000000000049
31,NI,0.6094525294948149,155426990347.59006,84497637586.661,60.300000000000495
31,NI,0.6032790476479631,154470420365.93152,84497637586.661,60.400000000000496
31,NI,0.5971136860061802,153520984177.61618,84497637586.661,60.5000000000005
31,NI,0.5909564243021147,152578619471.26004,84497637586.661,60.6000000000005
31,NI,0.5848072425071303,151643264583.06412,84497637586.661,60.70000000000049
31,NI,0.5786661208281619,150714858488.63568,84497637586.661,60.800000000000495
31,NI,0.5725330397045485,149793340794.92508,84497637586.661,60.900000000000496
31,NI,0.5664079798048806,148878651732.28238,84497637586.661,61.0000000000005
31,NI,0.5602909220238355,147970732146.6277,84497637586.661,61.1000000000005
31,NI,0.5541818474790269,147069523491.73724,84497637586.661,61.20000000000049
31,NI,0.5480807375078416,146174967821.63956,84497637586.661,61.30000000000051
31,NI,0.5419875736643042,145287007783.12552,84497637586.661,61.400000000000496
31,NI,0.5359023377159212,144405586608.36407,84497637586.661,61.5000000000005
31,NI,0.5298250116405561,143530648107.62845,84497637586.661,61.6000000000005
31,NI,0.5237555776232967,142662136662.12643,84497637586.661,61.70000000000051
31,NI,0.5176940180533457,141799997216.9367,84497637586.661,61.80000000000051
31,NI,0.5116403155209078,140944175274.04605,84497637586.661,61.90000000000053
31,NI,0.5055944528141041,140094616885.49036,84497637586.661,62.0000000000005
31,NI,0.4995564129158895,139251268646.5937,84497637586.661,62.100000000000534
31,NI,0.4935261790009863,138414077689.3063,84497637586.661,62.20000000000051
31,NI,0.48750373443283523,137582991675.63983,84497637586.661,62.30000000000052
31,NI,0.48148906276056513,136757958791.19812,84497637586.661,62.40000000000053
31,NI,0.475482147715968,135938927738.80077,84497637586.661,62.50000000000053
31,NI,0.46948297321051086,135125847732.20163,84497637586.661,62.600000000000534
31,NI,0.4634915233323449,134318668489.89566,84497637586.661,62.70000000000054
31,NI,0.4575077823433551,133517340229.01846,84497637586.661,62.80000000000052
31,NI,0.45153173467621,132721813659.3315,84497637586.661,62.90000000000053
31,NI,0.4455633649314516,131932039977.29698,84497637586.661,63.00000000000053
31,NI,0.43960265787458863,131147970860.23602,84497637586.661,63.100000000000534
31,NI,0.4336495984332289,130369558460.57352,84497637586.661,63.20000000000054
31,NI,0.42770417169421954,129596755400.16411,84497637586.661,63.300000000000544
31,NI,0.4217663629008247,128829514764.70177,84497637586.661,63.40000000000053
31,NI,0.4158361574499095,128067790098.20772,84497637586.661,63.50000000000055
31,NI,0.4099135408891726,127311535397.60068,84497637586.661,63.600000000000534
31,NI,0.4039984989143751,126560705107.34152,84497637586.661,63.70000000000054
31,NI,0.3980910173666237,125815254114.15846,84497637586.661,63.800000000000544
31,NI,0.39219108222965093,125075137741.84421,84497637586.661,63.900000000000546
31,NI,0.38629867962715037,124340311746.13115,84497637586.661,64.00000000000054
31,NI,0.38041379582011114,123610732309.63638,84497637586.661,64.10000000000055
31,NI,0.37453641720420217,122886356036.8818,84497637586.661,64.20000000000054
31,NI,0.36866653030716307,122167139949.3824,84497637586.661,64.30000000000054
31,NI,0.36280412178624405,121453041480.80725,84497637586.661,64.40000000000055
31,NI,0.3569491784256524,120744018472.20651,84497637586.661,64.50000000000054
31,NI,0.3511016871340412,120040029167.3078,84497637586.661,64.60000000000055
31,NI,0.34526163494202017,119341032207.8785,84497637586.661,64.70000000000056
31,NI,0.3394290089996981,118646986629.1538,84497637586.661,64.80000000000054
31,NI,0.3336037965742472,117957851855.32848,84497637586.661,64.90000000000056
31,NI,0.32778598504750817,117273587695.11356,84497637586.661,65.00000000000054
31,NI,0.3219755619136065,116594154337.35316,84497637586.661,65.10000000000056
31,NI,0.3161725147766183,115919512346.70544,84497637586.661,65.20000000000056
31,NI,0.31037683134824573,115249622659.38129,84497637586.661,65.30000000000057
31,NI,0.3045884994455367,114584446578.94463,84497637586.661,65.40000000000056
31,NI,0.29880750698862224,113923945772.16968,84497637586.661,65.50000000000057
31,NI,0.2930338419984938,113268082264.95705,84497637586.661,65.60000000000056
31,NI,0.2872674925947975,112616818438.30507,84497637586.661,65.70000000000057
31,NI,0.2815084469936707,111970117024.33833,84497637586.661,65.80000000000057
31,NI,0.27575669350559495,111327941102.38963,84497637586.661,65.90000000000057
31,NI,0.27001222053329255,110690254095.1374,84497637586.661,66.00000000000057
31,NI,0.26427501656963537,110057019764.79448,84497637586.661,66.10000000000058
31,NI,0.25854507019560097,109428202209.35088,84497637586.661,66.20000000000057
31,NI,0.25282237007823843,108803765858.8661,84497637586.661,66.30000000000058
31,NI,0.2471069049686868,108183675471.81435,84497637586.661,66.40000000000057
31,NI,0.24139866370019558,107567896131.47668,84497637586.661,66.50000000000058
31,NI,0.23569763518619835,106956393242.3847,84497637586.661,66.60000000000058
31,NI,0.23000380841839735,106349132526.81056,84497637586.661,66.70000000000059
31,NI,0.22431717246489355,105746080021.30598,84497637586.661,66.80000000000058
31,NI,0.21863771646832275,105147202073.28574,84497637586.661,66.90000000000059
31,NI,0.2129654296440481,104552465337.65976,84497637586.661,67.00000000000058
31,NI,0.20730030127835225,103961836773.50761,84497637586.661,67.10000000000059
31,NI,0.20164232072668417,103375283640.79988,84497637586.661,67.20000000000059
31,NI,0.19599147741191494,102792773497.1615,84497637586.661,67.3000000000006
31,NI,0.19034776082262908,102214274194.67886,84497637586.661,67.40000000000059
31,NI,0.1847111605114418,101639753876.74898,84497637586.661,67.5000000000006
31,NI,0.17908166609334975,101069180974.97096,84497637586.661,67.60000000000059
31,NI,0.17345926724409816,100502524206.07738,84497637586.661,67.7000000000006
31,NI,0.1678439536985863,99939752568.90707,84497637586.661,67.8000000000006
31,NI,0.16223571524928956,99380835341.41656,84497637586.661,67.9000000000006
31,NI,0.15663454174471952,98825742077.73175,84497637586.661,68.0000000000006
31,NI,0.15104042308790194,98274442605.23708,84497637586.661,68.1000000000006
31,NI,0.14545334923488615,97726907021.703,84497637586.661,68.2000000000006
31,NI,0.13987331019327395,97183105692.45027,84497637586.661,68.30000000000061
31,NI,0.1343002960207851,96643009247.55154,84497637586.661,68.4000000000006
31,NI,0.12873429682384088,96106588579.06856,84497637586.661,68.50000000000061
31,NI,0.12317530275617292,95573814838.3247,84497637586.661,68.6000000000006
31,NI,0.11762330401746363,95044659433.21317,84497637586.661,68.70000000000061
31,NI,0.11207829085200398,94519094025.53856,84497637586.661,68.80000000000061
31,NI,0.10654025354738242,93997090528.39331,84497637586.661,68.90000000000062
31,NI,0.10100918243319514,93478621103.5667,84497637586.661,69.00000000000061
31,NI,0.09548506787978003,92963658158.98694,84497637586.661,69.10000000000062
31,NI,0.08996790029698169,92452174346.19589,84497637586.661,69.20000000000061
31,NI,0.0844576701329266,91944142557.8546,84497637586.661,69.30000000000062
31,NI,0.07895436787283884,91439535925.28139,84497637586.661,69.40000000000062
31,NI,0.0734579840378638,90938327816.01952,84497637586.661,69.50000000000063
31,NI,0.06796850918392898,90440491831.43634,84497637586.661,69.60000000000062
31,NI,0.06248593390061248,89946001804.351,84497637586.661,69.70000000000063
31,NI,0.057010248810050845,89454831796.69301,84497637586.661,69.80000000000062
31,NI,0.05154144456585395,88966956097.18832,84497637586.661,69.90000000000063
31,NI,0.04607951185205475,88482349219.07513,84497637586.661,70.00000000000063
31,NI,0.040624441382071275,88000985897.84682,84497637586.661,70.10000000000063
31,NI,0.035176223897695244,87522841089.02298,84497637586.661,70.20000000000063
31,NI,0.02973485016810123,87047889965.94756,84497637586.661,70.30000000000064
31,NI,0.024300310988877517,86576107917.6139,84497637586.661,70.40000000000063
31,NI,0.01887259718107571,86107470546.5159,84497637586.661,70.50000000000064
31,NI,0.01345169959028282,85641953666.52539,84497637586.661,70.60000000000063
31,NI,0.008037609085711966,85179533300.79492,84497637586.661,70.70000000000064
31,NI,0.002630316559318587,84720185679.68622,84497637586.661,70.80000000000064
31,NI,-0.0027701870750762745,84263887238.72237,84497637586.661,70.90000000000066
31,NI,-0.008163910882622053,83810614616.56631,84497637586.661,71.00000000000064
31,NI,-0.013550863908283493,83360344653.02098,84497637586.661,71.10000000000066
31,NI,-0.01893105517763594,82913054387.05571,84497637586.661,71.20000000000064
31,NI,-0.024304493697667844,82468721054.85397,84497637586.661,71.30000000000067
31,NI,-0.029671188457546044,82027322087.88553,84497637586.661,71.40000000000066
31,NI,-0.03503114842937888,81588835111.00006,84497637586.661,71.50000000000065
31,NI,-0.04038438256894429,81153237940.54453,84497637586.661,71.60000000000066
31,NI,-0.045730899816413866,80720508582.50133,84497637586.661,71.70000000000066
31,NI,-0.05107070909705229,80290625230.6489,84497637586.661,71.80000000000067
31,NI,-0.056403819321905,79863566264.7431,84497637586.661,71.90000000000066
31,NI,-0.061730239388457835,79439310248.72064,84497637586.661,72.00000000000065
31,NI,-0.06704997818129808,79017835928.92181,84497637586.661,72.10000000000066
31,NI,-0.07236304457273754,78599122232.33533,84497637586.661,72.20000000000066
31,NI,-0.07766944742343994,78183148264.86174,84497637586.661,72.30000000000067
31,NI,-0.08296919558301309,77769893309.5983,84497637586.661,72.40000000000066
31,NI,-0.08826229789060472,77359336825.14172,84497637586.661,72.50000000000067
31,NI,-0.09354876317546407,76951458443.91191,84497637586.661,72.60000000000066
31,NI,-0.09882860025750449,76546237970.4933,84497637586.661,72.70000000000067
31,NI,-0.10410181794783663,76143655379.99614,84497637586.661,72.80000000000067
31,NI,-0.10936842504929853,75743690816.43532,84497637586.661,72.90000000000067
31,NI,-0.11462843035696524,75346324591.12794,84497637586.661,73.00000000000067
31,NI,-0.11988184265864481,74951537181.10878,84497637586.661,73.10000000000069
31,NI,-0.125128670735361,74559309227.56337,84497637586.661,73.20000000000067
31,NI,-0.13036892336181996,74169621534.27875,84497637586.661,73.30000000000071
31,NI,-0.13560260930686768,73782455066.11115,84497637586.661,73.40000000000067
31,NI,-0.14082973733393098,73397790947.47081,84497637586.661,73.50000000000068
31,NI,-0.14605031620144326,73015610460.82376,84497637586.661,73.60000000000069
31,NI,-0.15126435466326474,72635895045.20955,84497637586.661,73.70000000000068
31,NI,-0.1564718614690779,72258626294.77615,84497637586.661,73.80000000000071
31,NI,-0.1616728453647851,71883785957.32986,84497637586.661,73.90000000000069
31,NI,-0.1668673150928795,71511355932.9021,84497637586.661,74.00000000000068
31,NI,-0.17205527939281773,71141318272.33081,84497637586.661,74.10000000000069
31,NI,-0.177236747001366,70773655175.8584,84497637586.661,74.20000000000068
31,NI,-0.1824117266529502,70408348991.74368,84497637586.661,74.30000000000071
31,NI,-0.18758022707997796,70045382214.89005,84497637586.661,74.40000000000069
31,NI,-0.19274225701316772,69684737485.48717,84497637586.661,74.50000000000071
31,NI,-0.19789782518184681,69326397587.66864,84497637586.661,74.60000000000069
31,NI,-0.2030469403142596,68970345448.18265,84497637586.661,74.7000000000007
31,NI,-0.20818961113784487,68616564135.07815,84497637586.661,74.80000000000071
31,NI,-0.21332584637951932,68265036856.40404,84497637586.661,74.9000000000007
31,NI,-0.21845565476593878,67915746958.9229,84497637586.661,75.00000000000071
31,NI,-0.2235790450237601,67568677926.83773,84497637586.661,75.1000000000007
31,NI,-0.2286960258798805,67223813380.53298,84497637586.661,75.2000000000007
31,NI,-0.23380660606167997,66881137075.328026,84497637586.661,75.30000000000071
31,NI,-0.23891079429724418,66540632900.24445,84497637586.661,75.4000000000007
31,NI,-0.24400859931558824,66202284876.78566,84497637586.661,75.50000000000071
31,NI,-0.24910002984685656,65866077157.73012,84497637586.661,75.6000000000007
31,NI,-0.2541850946225334,65531994025.936066,84497637586.661,75.7000000000007
31,NI,-0.25926380237562374,65200019893.16002,84497637586.661,75.80000000000071
31,NI,-0.2643361618408439,64870139298.88631,84497637586.661,75.90000000000072
31,NI,-0.26940218175478897,64542336909.16981,84497637586.661,76.00000000000071
31,NI,-0.27446187085610463,64216597515.4898,84497637586.661,76.10000000000072
31,NI,-0.27951523788564,63892906033.61637,84497637586.661,76.2000000000007
31,NI,-0.2845622915866017,63571247502.48788,84497637586.661,76.30000000000072
31,NI,-0.28960304070469056,63251607083.10068,84497637586.661,76.40000000000072
31,NI,-0.29463749398824535,62933970057.40917,84497637586.661,76.50000000000071
31,NI,-0.2996656601883548,62618321827.23875,84497637586.661,76.60000000000072
31,NI,-0.3046875480589974,62304647913.20759,84497637586.661,76.70000000000073
31,NI,-0.30970316635713496,61992933953.66191,84497637586.661,76.80000000000072
31,NI,-0.3147125238428312,61683165703.62,84497637586.661,76.90000000000073
31,NI,-0.3197156292793452,61375329033.72819,84497637586.661,77.00000000000071
31,NI,-0.324712491433227,61069409929.226746,84497637586.661,77.10000000000073
31,NI,-0.32970311907439714,60765394488.92686,84497637586.661,77.20000000000073
31,NI,-0.3346875209762351,60463268924.19701,84497637586.661,77.30000000000074
31,NI,-0.3396657059156455,60163019557.96045,84497637586.661,77.40000000000073
31,NI,-0.34463768267312944,59864632823.70212,84497637586.661,77.50000000000074
31,NI,-0.3496034600328418,59568095264.48597,84497637586.661,77.60000000000073
31,NI,-0.354563046782653,59273393531.9815,84497637586.661,77.70000000000073
31,NI,-0.3595164517141898,58980514385.50089,84497637586.661,77.80000000000074
31,NI,-0.3644636836228888,58689444691.044655,84497637586.661,77.90000000000073
31,NI,-0.36940475130802974,58400171420.3577,84497637586.661,78.00000000000074
31,NI,-0.37433966357277,58112681649.99421,84497637586.661,78.10000000000075
31,NI,-0.3792684292241749,57826962560.39193,84497637586.661,78.20000000000073
31,NI,-0.3841910570732399,57543001434.95557,84497637586.661,78.30000000000075
31,NI,-0.3891075559349072,57260785659.14944,84497637586.661,78.40000000000073
31,NI,-0.3940179346280832,56980302719.59858,84497637586.661,78.50000000000075
31,NI,-0.39892220197564504,56701540203.199135,84497637586.661,78.60000000000075
31,NI,-0.40382036680444755,56424485796.23714,84497637586.661,78.70000000000076
31,NI,-0.408712437945318,56149127283.51636,84497637586.661,78.80000000000075
31,NI,-0.4135984242330592,55875452547.49393,84497637586.661,78.90000000000076
31,NI,-0.41847833450643634,55603449567.42514,84497637586.661,79.00000000000075
31,NI,-0.423352177608167,55333106418.51608,84497637586.661,79.10000000000076
31,NI,-0.4282199623849,55064411271.084915,84497637586.661,79.20000000000076
31,NI,-0.43308169768720284,54797352389.73063,84497637586.661,79.30000000000076
31,NI,-0.4379373923695303,54531918132.51064,84497637586.661,79.40000000000076
31,NI,-0.4427870552902005,54268096950.125725,84497637586.661,79.50000000000077
31,NI,-0.44763069531136074,54005877385.1132,84497637586.661,79.60000000000076
31,NI,-0.4524683212989588,53745248071.04735,84497637586.661,79.70000000000076
31,NI,-0.4572999421226971,53486197731.74832,84497637586.661,79.80000000000076
31,NI,-0.4621255666559951,53228715180.49796,84497637586.661,79.90000000000076
31,NI,-0.4669452037759422,52972789319.26353,84497637586.661,80.00000000000077
31,NI,-0.47175886236325665,52718409137.928314,84497637586.661,80.10000000000078
31,NI,-0.4765665513022247,52465563713.53054,84497637586.661,80.20000000000076
31,NI,-0.48136827948065547,52214242209.50851,84497637586.661,80.30000000000078
31,NI,-0.4861640557898187,51964433874.953674,84497637586.661,80.40000000000076
31,NI,-0.4909538891243896,51716128043.87037,84497637586.661,80.50000000000078
31,NI,-0.495737788382383,51469314134.44283,84497637586.661,80.60000000000078
31,NI,-0.5005157624650944,51223981648.30891,84497637586.661,80.70000000000078
31,NI,-0.5052878202770249,50980120169.841095,84497637586.661,80.80000000000078
31,NI,-0.5100539707258197,50737719365.43375,84497637586.661,80.9000000000008
31,NI,-0.5148142227221906,50496768982.79757,84497637586.661,81.00000000000078
31,NI,-0.5195685851798474,50257258850.2603,84497637586.661,81.1000000000008
31,NI,-0.5243170670154143,50019178876.074554,84497637586.661,81.20000000000078
31,NI,-0.5290596771483614,49782519047.73133,84497637586.661,81.30000000000081
31,NI,-0.5337964245009134,49547269431.28098,84497637586.661,81.4000000000008
31,NI,-0.5385273179979754,49313420170.659615,84497637586.661,81.5000000000008
31,NI,-0.5432523665670469,49080961487.02231,84497637586.661,81.6000000000008
31,NI,-0.5479715791381325,48849883678.08257,84497637586.661,81.7000000000008
31,NI,-0.5526849646436583,48620177117.45768,84497637586.661,81.80000000000081
31,NI,-0.5573925320183789,48391832254.0204,84497637586.661,81.9000000000008
31,NI,-0.5620942901992896,48164839611.25651,84497637586.661,82.0000000000008
31,NI,-0.5667902481255316,47939189786.62852,84497637586.661,82.1000000000008
31,NI,-0.571480414738296,47714873450.94523,84497637586.661,82.2000000000008
31,NI,-0.5761647989807337,47491881347.73691,84497637586.661,82.30000000000081
31,NI,-0.5808434097978514,47270204292.6367,84497637586.661,82.4000000000008
31,NI,-0.5855162561364212,47049833172.76724,84497637586.661,82.50000000000081
31,NI,-0.5901833469448722,46830758946.1335,84497637586.661,82.6000000000008
31,NI,-0.5948446911731965,46612972641.02068,84497637586.661,82.70000000000081
31,NI,-0.5995002977728435,46396465355.398125,84497637586.661,82.80000000000081
31,NI,-0.6041501756966206,46181228256.3283,84497637586.661,82.90000000000082
31,NI,-0.608794333898581,45967252579.38176,84497637586.661,83.00000000000081
31,NI,-0.6134327813339303,45754529628.05672,84497637586.661,83.1000000000008
31,NI,-0.6180655269589086,45543050773.204834,84497637586.661,83.20000000000081
31,NI,-0.6226925797306934,45332807452.461426,84497637586.661,83.30000000000081
31,NI,-0.6273139486072836,45123791169.68161,84497637586.661,83.40000000000082
31,NI,-0.6319296425473967,44915993494.381035,84497637586.661,83.50000000000081
31,NI,-0.6365396705103551,44709406061.182175,84497637586.661,83.6000000000008
31,NI,-0.6411440414559817,44504020569.265205,84497637586.661,83.70000000000083
31,NI,-0.64574276434448,44299828781.82456,84497637586.661,83.80000000000081
31,NI,-0.650335848136331,44096822525.529655,84497637586.661,83.90000000000083
31,NI,-0.6549233017921792,43894993689.99103,84497637586.661,84.00000000000081
31,NI,-0.659505134272717,43694334227.23127,84497637586.661,84.10000000000083
