N,cal_region2,log_ratio_total_impact,total_impact_CLIMADA,total_impact_EMDAT_scaled,v_half
73,NA1,2.156490531139558,1169547222866.2617,135352357369.4079,33.90000000000012
73,NA1,2.1474214395306293,1158988443599.4897,135352357369.4079,34.000000000000114
73,NA1,2.1383769747350088,1148553274816.1797,135352357369.4079,34.10000000000012
73,NA1,2.1293565890557935,1138239468493.4739,135352357369.4079,34.20000000000012
73,NA1,2.1203597968542622,1128044892524.8933,135352357369.4079,34.300000000000125
73,NA1,2.111386170040659,1117967521537.7227,135352357369.4079,34.40000000000012
73,NA1,2.1024353335947397,1108005428146.2822,135352357369.4079,34.50000000000013
73,NA1,2.0935069611627544,1098156774674.5872,135352357369.4079,34.60000000000012
73,NA1,2.084600770768964,1088419805369.8148,135352357369.4079,34.70000000000013
73,NA1,2.07571652067238,1078792839117.9674,135352357369.4079,34.800000000000125
73,NA1,2.066854005392693,1069274262664.6113,135352357369.4079,34.90000000000013
73,NA1,2.058013051923636,1059862524336.6803,135352357369.4079,35.00000000000013
73,NA1,2.0491935161468606,1050556128255.5696,135352357369.4079,35.100000000000136
73,NA1,2.040395279455105,1041353629027.3071,135352357369.4079,35.20000000000013
73,NA1,2.0316182455895917,1032253626891.9691,135352357369.4079,35.30000000000014
73,NA1,2.022862337693466,1023254763311.9081,135352357369.4079,35.400000000000134
73,NA1,2.0141274955802984,1014355716976.334,135352357369.4079,35.500000000000135
73,NA1,2.0054136732145205,1005555200198.5679,135352357369.4079,35.600000000000136
73,NA1,1.9967208363987257,996851955681.4315,135352357369.4079,35.700000000000145
73,NA1,1.9880489606613756,988244753625.9867,135352357369.4079,35.80000000000014
73,NA1,1.979398029337187,979732389158.814,135352357369.4079,35.90000000000015
73,NA1,1.9707680318316698,971313680053.44,135352357369.4079,36.000000000000135
73,NA1,1.962158962060552,962987464722.0521,135352357369.4079,36.10000000000015
73,NA1,1.9535708170544603,954752600454.5077,135352357369.4079,36.200000000000145
73,NA1,1.945003595718886,946607961882.5042,135352357369.4079,36.300000000000146
73,NA1,1.9364572977394234,938552439647.9111,135352357369.4079,36.40000000000015
73,NA1,1.9279319226222238,930584939255.3239,135352357369.4079,36.500000000000156
73,NA1,1.919427468859786,922704380090.1388,135352357369.4079,36.60000000000015
73,NA1,1.9109439332123688,914909694584.6044,135352357369.4079,36.70000000000016
73,NA1,1.902481310095642,907199827515.5632,135352357369.4079,36.800000000000146
73,NA1,1.8940395910654895,899573735418.7521,135352357369.4079,36.900000000000155
73,NA1,1.8856187643913083,892030386105.7567,135352357369.4079,37.000000000000156
73,NA1,1.8772188147095097,884568758270.8064,135352357369.4079,37.10000000000017
73,NA1,1.868839722749438,877187841175.7555,135352357369.4079,37.20000000000016
73,NA1,1.8604814651242945,869886634402.5864,135352357369.4079,37.300000000000175
73,NA1,1.852144014180199,862664147663.8346,135352357369.4079,37.400000000000155
73,NA1,1.8438273378968932,855519400662.2109,135352357369.4079,37.50000000000017
73,NA1,1.8355313998341363,848451422991.6522,135352357369.4079,37.60000000000017
73,NA1,1.8272561591182002,841459254072.7866,135352357369.4079,37.70000000000017
73,NA1,1.8190015704633882,834541943116.6357,135352357369.4079,37.800000000000175
73,NA1,1.8107675842238418,827698549111.0199,135352357369.4079,37.90000000000017
73,NA1,1.802554146471385,820928140824.8578,135352357369.4079,38.00000000000017
73,NA1,1.7943611990954382,814229796826.0675,135352357369.4079,38.10000000000018
73,NA1,1.7861886799215148,807602605509.4186,135352357369.4079,38.20000000000017
73,NA1,1.778036522845032,801045665131.0872,135352357369.4079,38.30000000000018
73,NA1,1.7699046579775985,794558083847.1967,135352357369.4079,38.40000000000017
73,NA1,1.7617930118031604,788138979753.978,135352357369.4079,38.500000000000185
73,NA1,1.7537015073417188,781787480927.583,135352357369.4079,38.60000000000018
73,NA1,1.7456300643185583,775502725461.8849,135352357369.4079,38.70000000000019
73,NA1,1.7375785993371928,769283861502.919,135352357369.4079,38.80000000000018
73,NA1,1.7295470260544188,763130047278.837,135352357369.4079,38.90000000000018
73,NA1,1.721535255356125,757040451124.531,135352357369.4079,39.000000000000185
73,NA1,1.7135431955326086,751014251500.2051,135352357369.4079,39.100000000000186
73,NA1,1.705570752452419,745050637003.4418,135352357369.4079,39.20000000000019
73,NA1,1.6976178297337892,739148806374.3643,135352357369.4079,39.3000000000002
73,NA1,1.6896843289129642,733307968493.716,135352357369.4079,39.40000000000018
73,NA1,1.6817701496087536,727527342373.7118,135352357369.4079,39.50000000000021
73,NA1,1.6738751896828432,721806157141.6808,135352357369.4079,39.600000000000186
73,NA1,1.6659993453954038,716143652016.5336,135352357369.4079,39.7000000000002
73,NA1,1.6581425115557238,710539076278.2233,135352357369.4079,39.8000000000002
73,NA1,1.6503045816675628,704991689230.3513,135352357369.4079,39.90000000000021
73,NA1,1.642485448069092,699500760156.1821,135352357369.4079,40.00000000000021
73,NA1,1.6346850020672665,694065568268.3097,135352357369.4079,40.10000000000021
73,NA1,1.6269031340665834,688685402652.2899,135352357369.4079,40.2000000000002
73,NA1,1.6191397336921771,683359562204.5319,135352357369.4079,40.30000000000021
73,NA1,1.611394689907299,678087355564.8021,135352357369.4079,40.40000000000021
73,NA1,1.6036678911251845,672868101043.6482,135352357369.4079,40.50000000000021
73,NA1,1.5959592253154282,667701126545.115,135352357369.4079,40.60000000000021
73,NA1,1.5882685801049188,662585769485.0638,135352357369.4079,40.700000000000216
73,NA1,1.580595842873495,657521376705.4623,135352357369.4079,40.80000000000021
73,NA1,1.5729409008444055,652507304384.9508,135352357369.4079,40.90000000000022
73,NA1,1.5653036411697705,647542917946.0411,135352357369.4079,41.00000000000021
73,NA1,1.5576839510111404,642627591959.2319,135352357369.4079,41.10000000000022
73,NA1,1.550081717615366,637760710044.3793,135352357369.4079,41.200000000000216
73,NA1,1.5424968283859,632941664769.5903,135352357369.4079,41.30000000000023
73,NA1,1.5349291709497321,628169857547.9438,135352357369.4079,41.40000000000022
73,NA1,1.5273786332200998,623444698532.2892,135352357369.4079,41.50000000000023
73,NA1,1.5198451034551683,618765606508.3973,135352357369.4079,41.60000000000022
73,NA1,1.512328470312824,614132008786.6898,135352357369.4079,41.70000000000023
73,NA1,1.5048286229017698,609543341092.7921,135352357369.4079,41.80000000000023
73,NA1,1.4973454508290673,604999047457.112,135352357369.4079,41.900000000000226
73,NA1,1.4898788442443058,600498580103.6643,135352357369.4079,42.00000000000023
73,NA1,1.482428693880527,596041399338.3092,135352357369.4079,42.10000000000024
73,NA1,1.4749948910920887,591626973436.6085,135352357369.4079,42.20000000000023
73,NA1,1.467577327889586,587254778531.4426,135352357369.4079,42.300000000000246
73,NA1,1.4601758969719982,582924298500.5621,135352357369.4079,42.400000000000226
73,NA1,1.4527904917561725,578635024854.2003,135352357369.4079,42.50000000000024
73,NA1,1.4454210064038049,574386456622.8966,135352357369.4079,42.60000000000024
73,NA1,1.438067335846017,570178100245.6353,135352357369.4079,42.700000000000244
73,NA1,1.430729375805677,566009469458.4309,135352357369.4079,42.800000000000246
73,NA1,1.423407022817562,561880085183.4491,135352357369.4079,42.90000000000025
73,NA1,1.4161001742464892,557789475418.7699,135352357369.4079,43.00000000000024
73,NA1,1.4088087283035093,553737175128.87,135352357369.4079,43.10000000000025
73,NA1,1.401532584060278,549722726135.91406,135352357369.4079,43.20000000000024
73,NA1,1.3942716414616938,545745677011.9184,135352357369.4079,43.300000000000246
73,NA1,1.387025801336906,541805582971.8597,135352357369.4079,43.40000000000025
73,NA1,1.3797949654087638,537902005767.77905,135352357369.4079,43.500000000000256
73,NA1,1.3725790363018264,534034513583.94977,135352357369.4079,43.60000000000025
73,NA1,1.3653779175489649,530202680933.1323,135352357369.4079,43.70000000000026
73,NA1,1.3581915135966942,526406088553.99036,135352357369.4079,43.800000000000246
73,NA1,1.3510197298092492,522644323309.67255,135352357369.4079,43.900000000000254
73,NA1,1.3438624724715293,518916978087.62225,135352357369.4079,44.000000000000256
73,NA1,1.336719648790932,515223651700.6206,135352357369.4079,44.10000000000026
73,NA1,1.3295911668981828,511563948789.10657,135352357369.4079,44.20000000000026
73,NA1,1.3224769358471822,507937479724.7805,135352357369.4079,44.300000000000274
73,NA1,1.3153768656139673,504343860515.52234,135352357369.4079,44.400000000000254
73,NA1,1.3082908670948095,500782712711.6271,135352357369.4079,44.50000000000028
73,NA1,1.3012188521035286,497253663313.3806,135352357369.4079,44.60000000000026
73,NA1,1.294160733368052,493756344679.97577,135352357369.4079,44.70000000000028
73,NA1,1.2871164245262923,490290394439.78564,135352357369.4079,44.800000000000274
73,NA1,1.2800858401213588,486855455401.98615,135352357369.4079,44.900000000000276
73,NA1,1.2730688955961846,483451175469.5466,135352357369.4079,45.00000000000028
73,NA1,1.2660655072875682,480077207553.5695,135352357369.4079,45.10000000000028
73,NA1,1.2590755924197194,476733209489.00085,135352357369.4079,45.20000000000028
73,NA1,1.2520990690972946,473418843951.6834,135352357369.4079,45.300000000000274
73,NA1,1.2451358562980104,470133778376.7733,135352357369.4079,45.400000000000276
73,NA1,1.23818587386483,466877684878.4948,135352357369.4079,45.500000000000284
73,NA1,1.231249042497783,463650240171.2391,135352357369.4079,45.60000000000028
73,NA1,1.2243252837454264,460451125491.987,135352357369.4079,45.70000000000029
73,NA1,1.2174145199960122,457280026524.0653,135352357369.4079,45.800000000000274
73,NA1,1.210516674468348,454136633322.2013,135352357369.4079,45.900000000000276
73,NA1,1.2036316712024189,451020640238.8896,135352357369.4079,46.000000000000284
73,NA1,1.1967594350497655,447931745852.03925,135352357369.4079,46.100000000000286
73,NA1,1.18989989166367,444869652893.9049,135352357369.4079,46.20000000000029
73,NA1,1.1830529674891506,441834068181.274,135352357369.4079,46.300000000000296
73,NA1,1.1762185897528106,438824702546.91077,135352357369.4079,46.400000000000276
73,NA1,1.1693966864525394,435841270772.2277,135352357369.4079,46.5000000000003
73,NA1,1.1625871863471178,432883491521.18665,135352357369.4079,46.600000000000286
73,NA1,1.1557900189457115,429951087275.39594,135352357369.4079,46.70000000000029
73,NA1,1.1490051144973066,427043784270.4055,135352357369.4079,46.800000000000296
73,NA1,1.1422324039800744,424161312433.1685,135352357369.4079,46.9000000000003
73,NA1,1.1354718190907158,421303405320.6687,135352357369.4079,47.0000000000003
73,NA1,1.1287232922337607,418469800059.6797,135352357369.4079,47.10000000000032
73,NA1,1.121986756510885,415660237287.6584,135352357369.4079,47.20000000000029
73,NA1,1.1152621457102152,412874461094.73846,135352357369.4079,47.300000000000324
73,NA1,1.1085493942956712,410112218966.8203,135352357369.4079,47.4000000000003
73,NA1,1.1018484373963324,407373261729.7306,135352357369.4079,47.50000000000031
73,NA1,1.0951592107958616,404657343494.44257,135352357369.4079,47.60000000000032
73,NA1,1.0884816509219781,401964221603.33057,135352357369.4079,47.70000000000032
73,NA1,1.0818156948360127,399293656577.453,135352357369.4079,47.800000000000324
73,NA1,1.0751612802225352,396645412064.8349,135352357369.4079,47.900000000000325
73,NA1,1.0685183453790776,394019254789.74164,135352357369.4079,48.00000000000031
73,NA1,1.0618868292059505,391414954502.91974,135352357369.4079,48.10000000000032
73,NA1,1.0552666711961785,388832283932.7957,135352357369.4079,48.20000000000032
73,NA1,1.0486578114255396,386271018737.606,135352357369.4079,48.300000000000324
73,NA1,1.0420601905427407,383730937458.4505,135352357369.4079,48.400000000000325
73,NA1,1.0354737497597075,381211821473.2438,135352357369.4079,48.50000000000033
73,NA1,1.0288984308420286,378713454951.55676,135352357369.4079,48.60000000000032
73,NA1,1.0223341760995261,376235624810.3225,135352357369.4079,48.70000000000032
73,NA1,1.0157809283769856,373778120670.39777,135352357369.4079,48.800000000000324
73,NA1,1.009238631045027,371340734813.9568,135352357369.4079,48.900000000000325
73,NA1,1.0027072279911429,368923262142.70844,135352357369.4079,49.00000000000033
73,NA1,0.9961866636108866,366525500136.91284,135352357369.4079,49.10000000000034
73,NA1,0.9896768827992323,364147248815.1885,135352357369.4079,49.20000000000032
73,NA1,0.9831778309420935,361788310695.0886,135352357369.4079,49.300000000000345
73,NA1,0.9766894539080206,359448490754.43665,135352357369.4079,49.400000000000325
73,NA1,0.9702116980400577,357127596393.3985,135352357369.4079,49.50000000000034
73,NA1,0.9637445101477822,354825437397.28406,135352357369.4079,49.60000000000034
73,NA1,0.9572878374995122,352541825900.05646,135352357369.4079,49.700000000000344
73,NA1,0.9508416278146978,350276576348.54047,135352357369.4079,49.800000000000345
73,NA1,0.9444058292564772,348029505467.30817,135352357369.4079,49.900000000000354
73,NA1,0.9379803904244212,345800432224.2353,135352357369.4079,50.00000000000034
73,NA1,0.931565260347445,343589177796.7075,135352357369.4079,50.10000000000035
73,NA1,0.9251603884769112,341395565538.46985,135352357369.4079,50.200000000000344
73,NA1,0.9187657246798895,339219420947.0955,135352357369.4079,50.30000000000035
73,NA1,0.9123812192326116,337060571632.07227,135352357369.4079,50.400000000000354
73,NA1,0.9060068228140914,334918847283.4846,135352357369.4079,50.50000000000036
73,NA1,0.8996424864999251,332794079641.28357,135352357369.4079,50.60000000000035
73,NA1,0.8932881617562559,330686102465.12634,135352357369.4079,50.70000000000037
73,NA1,0.8869438004339253,328594751504.78186,135352357369.4079,50.80000000000035
73,NA1,0.8806093547627777,326519864471.0788,135352357369.4079,50.90000000000036
73,NA1,0.8742847773461492,324461281007.39496,135352357369.4079,51.00000000000036
73,NA1,0.8679700211555085,322418842661.66705,135352357369.4079,51.10000000000037
73,NA1,0.8616650395252781,320392392858.9178,135352357369.4079,51.20000000000037
73,NA1,0.8553697861477987,318381776874.279,135352357369.4079,51.300000000000374
73,NA1,0.8490842150684735,316386841806.5114,135352357369.4079,51.40000000000036
73,NA1,0.8428082806810528,314407436551.999,135352357369.4079,51.50000000000037
73,NA1,0.8365419377230857,312443411779.2157,135352357369.4079,51.60000000000037
73,NA1,0.8302851412715129,310494619903.6478,135352357369.4079,51.70000000000037
73,NA1,0.8240378467384211,308560915063.1682,135352357369.4079,51.800000000000374
73,NA1,0.8178000098669294,306642153093.8449,135352357369.4079,51.90000000000038
73,NA1,0.8115715867272333,304738191506.18207,135352357369.4079,52.00000000000037
73,NA1,0.8053525337127745,302848889461.7763,135352357369.4079,52.10000000000038
73,NA1,0.7991428075365629,300974107750.3868,135352357369.4079,52.20000000000037
73,NA1,0.7929423652276161,299113708767.4012,135352357369.4079,52.30000000000038
73,NA1,0.7867511641275463,297267556491.6983,135352357369.4079,52.40000000000038
73,NA1,0.780569161887258,295435516463.8886,135352357369.4079,52.500000000000384
73,NA1,0.774396316463786,293617455764.9342,135352357369.4079,52.60000000000038
73,NA1,0.7682325861172381,291813242995.12976,135352357369.4079,52.7000000000004
73,NA1,0.7620779294078703,290022748253.4465,135352357369.4079,52.80000000000038
73,NA1,0.7559323051932642,288245843117.222,135352357369.4079,52.90000000000039
73,NA1,0.7497956726256204,286482400622.19507,135352357369.4079,53.000000000000384
73,NA1,0.7436679911491588,284732295242.8739,135352357369.4079,53.10000000000039
73,NA1,0.7375492204976254,282995402873.2335,135352357369.4079,53.2000000000004
73,NA1,0.7314393206918891,281271600807.73004,135352357369.4079,53.3000000000004
73,NA1,0.7253382520376537,279560767722.63336,135352357369.4079,53.40000000000039
73,NA1,0.719245975123243,277862783657.66034,135352357369.4079,53.5000000000004
73,NA1,0.713162450817491,276177529997.9125,135352357369.4079,53.60000000000039
73,NA1,0.7070876402677164,274504889456.1049,135352357369.4079,53.7000000000004
73,NA1,0.7010215048977781,272844746055.08264,135352357369.4079,53.8000000000004
73,NA1,0.6949640064062096,271196985110.61682,135352357369.4079,53.900000000000404
73,NA1,0.6889151067644395,269561493214.47794,135352357369.4079,54.0000000000004
73,NA1,0.6828747682150748,267938158217.77484,135352357369.4079,54.10000000000041
73,NA1,0.676842953270268,266326869214.5609,135352357369.4079,54.2000000000004
73,NA1,0.6708196247101367,264727516525.69305,135352357369.4079,54.30000000000041
73,NA1,0.6648047455812677,263139991682.94885,135352357369.4079,54.400000000000404
73,NA1,0.6587982791952602,261564187413.3842,135352357369.4079,54.50000000000041
73,NA1,0.6528001891273517,259999997623.93912,135352357369.4079,54.60000000000041
73,NA1,0.6468104392150801,258447317386.27557,135352357369.4079,54.70000000000042
73,NA1,0.6408289935570125,256906042921.85034,135352357369.4079,54.80000000000041
73,NA1,0.6348558165115158,255376071587.213,135352357369.4079,54.90000000000042
73,NA1,0.6288908726955826,253857301859.5288,135352357369.4079,55.00000000000041
73,NA1,0.6229341269836934,252349633322.3172,135352357369.4079,55.10000000000042
73,NA1,0.6169855445067327,250852966651.40707,135352357369.4079,55.20000000000042
73,NA1,0.6110450906509312,249367203601.0981,135352357369.4079,55.300000000000416
73,NA1,0.6051127310568598,247892246990.53113,135352357369.4079,55.40000000000042
73,NA1,0.5991884316184429,246428000690.25583,135352357369.4079,55.50000000000042
73,NA1,0.5932721584820235,244974369609.00067,135352357369.4079,55.60000000000042
73,NA1,0.5873638780454362,243531259680.6309,135352357369.4079,55.70000000000043
73,NA1,0.5814635569571294,242098577851.30173,135352357369.4079,55.800000000000416
73,NA1,0.5755711621152972,240676232066.79343,135352357369.4079,55.90000000000043
73,NA1,0.5696866606670469,239264131260.03244,135352357369.4079,56.00000000000042
73,NA1,0.5638100200075746,237862185338.78818,135352357369.4079,56.10000000000044
73,NA1,0.5579412077793803,236470305173.55057,135352357369.4079,56.20000000000043
73,NA1,0.5520801918714753,235088402585.57437,135352357369.4079,56.30000000000044
73,NA1,0.5462269404186302,233716390335.09848,135352357369.4079,56.40000000000043
73,NA1,0.5403814218006195,232354182109.72763,135352357369.4079,56.50000000000044
73,NA1,0.5345436046414868,231001692512.9795,135352357369.4079,56.60000000000044
73,NA1,0.5287134578088151,229658837052.99097,135352357369.4079,56.700000000000436
73,NA1,0.5228909504130157,228325532131.3839,135352357369.4079,56.80000000000044
73,NA1,0.517076051806609,227001695032.28232,135352357369.4079,56.90000000000046
73,NA1,0.5112687315835285,225687243911.4856,135352357369.4079,57.00000000000044
73,NA1,0.5054689595784151,224382097785.78772,135352357369.4079,57.100000000000456
73,NA1,0.4996767058659234,223086176522.4454,135352357369.4079,57.200000000000436
73,NA1,0.49389194076002285,221799400828.78915,135352357369.4079,57.30000000000046
73,NA1,0.4881146348133073,220521692241.9775,135352357369.4079,57.40000000000046
73,NA1,0.48234475881629474,219252973118.88922,135352357369.4079,57.500000000000455
73,NA1,0.47658228379673334,217993166626.15402,135352357369.4079,57.600000000000456
73,NA1,0.4708271810188976,216742196730.31683,135352357369.4079,57.70000000000046
73,NA1,0.4650794219828866,215499988188.13596,135352357369.4079,57.80000000000046
73,NA1,0.4593389784239087,214266466537.00986,135352357369.4079,57.90000000000046
73,NA1,0.4536058223115751,213041558085.5354,135352357369.4079,58.000000000000455
73,NA1,0.4478799258491641,211825189904.18787,135352357369.4079,58.100000000000456
73,NA1,0.4421612614729023,210617289816.12997,135352357369.4079,58.20000000000046
73,NA1,0.4364498018512167,209417786388.13925,135352357369.4079,58.300000000000466
73,NA1,0.4307455198839922,208226608921.6588,135352357369.4079,58.40000000000046
73,NA1,0.4250483887018073,207043687443.96402,135352357369.4079,58.50000000000047
73,NA1,0.4193583816651703,205868952699.4481,135352357369.4079,58.600000000000456
73,NA1,0.41367547236373403,204702336141.02066,135352357369.4079,58.700000000000465
73,NA1,0.4079996346155079,203543769921.6212,135352357369.4079,58.800000000000466
73,NA1,0.4023308424660468,202393186885.8415,135352357369.4079,58.900000000000475
73,NA1,0.39666907018764264,201250520561.66135,135352357369.4079,59.00000000000047
73,NA1,0.3910142922784835,200115705152.28815,135352357369.4079,59.10000000000048
73,NA1,0.3853664834618159,198988675528.10645,135352357369.4079,59.200000000000465
73,NA1,0.3797256186850844,197869367218.73065,135352357369.4079,59.30000000000048
73,NA1,0.3740916731190575,196757716405.1614,135352357369.4079,59.400000000000475
73,NA1,0.36846462215694104,195653659912.04398,135352357369.4079,59.500000000000476
73,NA1,0.3628444414134771,194557135200.02737,135352357369.4079,59.60000000000048
73,NA1,0.3572311067240204,193468080358.2209,135352357369.4079,59.70000000000049
73,NA1,0.3516245941436165,192386434096.75143,135352357369.4079,59.80000000000048
73,NA1,0.34602487994603903,191312135739.41223,135352357369.4079,59.900000000000496
73,NA1,0.3404319406228406,190245125216.41196,135352357369.4079,60.000000000000476
73,NA1,0.3348457528823604,189185343057.2119,135352357369.4079,60.1000000000005
73,NA1,0.3292662936487368,188132730383.45944,135352357369.4079,60.20000000000049
73,NA1,0.3236935400608918,187087228902.00992,135352357369.4079,60.300000000000495
73,NA1,0.3181274694715071,186048780898.03973,135352357369.4079,60.400000000000496
73,NA1,0.3125680594459787,185017329228.24658,135352357369.4079,60.5000000000005
73,NA1,0.30701528776136033,183992817314.13785,135352357369.4079,60.6000000000005
73,NA1,0.3014691324052849,182975189135.40387,135352357369.4079,60.70000000000049
73,NA1,0.2959295715748815,181964389223.3781,135352357369.4079,60.800000000000495
73,NA1,0.2903965836756605,180960362654.5779,135352357369.4079,60.900000000000496
73,NA1,0.28487014732040405,179963055044.33173,135352357369.4079,61.0000000000005
73,NA1,0.2793502413280182,178972412540.48358,135352357369.4079,61.1000000000005
73,NA1,0.2738368447223893,177988381817.18152,135352357369.4079,61.20000000000049
