N,RMSF,cal_region2,total_impact_CLIMADA,total_impact_EMDAT_scaled,v_half
73,21.493751757800997,NA1,775502725461.8849,135352357369.4079,38.70000000000019
73,21.314790599947457,NA1,769283861502.919,135352357369.4079,38.80000000000018
73,21.13830747190481,NA1,763130047278.837,135352357369.4079,38.90000000000018
73,20.96426881403984,NA1,757040451124.531,135352357369.4079,39.000000000000185
73,20.792641434964832,NA1,751014251500.2051,135352357369.4079,39.100000000000186
73,20.623392512224328,NA1,745050637003.4418,135352357369.4079,39.20000000000019
73,20.45648959294888,NA1,739148806374.3643,135352357369.4079,39.3000000000002
73,20.29190059444751,NA1,733307968493.716,135352357369.4079,39.40000000000018
73,20.129593804713426,NA1,727527342373.7118,135352357369.4079,39.50000000000021
73,19.969537882822703,NA1,721806157141.6808,135352357369.4079,39.600000000000186
73,19.811701859208178,NA1,716143652016.5336,135352357369.4079,39.7000000000002
73,19.656055135795334,NA1,710539076278.2233,135352357369.4079,39.8000000000002
73,19.50256748598834,NA1,704991689230.3513,135352357369.4079,39.90000000000021
73,19.35120905449844,NA1,699500760156.1821,135352357369.4079,40.00000000000021
73,19.201950357008023,NA1,694065568268.3097,135352357369.4079,40.10000000000021
73,19.054762279666704,NA1,688685402652.2899,135352357369.4079,40.2000000000002
73,18.90961607841652,NA1,683359562204.5319,135352357369.4079,40.30000000000021
73,18.76648337814615,NA1,678087355564.8021,135352357369.4079,40.40000000000021
73,18.625336171673958,NA1,672868101043.6482,135352357369.4079,40.50000000000021
73,18.486146818562446,NA1,667701126545.115,135352357369.4079,40.60000000000021
73,18.348888043766053,NA1,662585769485.0638,135352357369.4079,40.700000000000216
73,18.213532936116835,NA1,657521376705.4623,135352357369.4079,40.80000000000021
73,18.080054946651448,NA1,652507304384.9508,135352357369.4079,40.90000000000022
73,17.948427886785257,NA1,647542917946.0411,135352357369.4079,41.00000000000021
73,17.818625926338452,NA1,642627591959.2319,135352357369.4079,41.10000000000022
73,17.690623591420298,NA1,637760710044.3793,135352357369.4079,41.200000000000216
73,17.564395762177565,NA1,632941664769.5903,135352357369.4079,41.30000000000023
73,17.43991767041375,NA1,628169857547.9438,135352357369.4079,41.40000000000022
73,17.317164897085235,NA1,623444698532.2892,135352357369.4079,41.50000000000023
73,17.19611336968161,NA1,618765606508.3973,135352357369.4079,41.60000000000022
73,17.076739359496344,NA1,614132008786.6898,135352357369.4079,41.70000000000023
73,16.959019478794986,NA1,609543341092.7921,135352357369.4079,41.80000000000023
73,16.84293067788711,NA1,604999047457.112,135352357369.4079,41.900000000000226
73,16.728450242109183,NA1,600498580103.6643,135352357369.4079,42.00000000000023
73,16.61555578872433,NA1,596041399338.3092,135352357369.4079,42.10000000000024
73,16.504225263745877,NA1,591626973436.6085,135352357369.4079,42.20000000000023
73,16.39443693869049,NA1,587254778531.4426,135352357369.4079,42.300000000000246
73,16.286169407267504,NA1,582924298500.5621,135352357369.4079,42.400000000000226
73,16.179401582009742,NA1,578635024854.2003,135352357369.4079,42.50000000000024
73,16.07411269085235,NA1,574386456622.8966,135352357369.4079,42.60000000000024
73,15.970282273664306,NA1,570178100245.6353,135352357369.4079,42.700000000000244
73,15.867890178738875,NA1,566009469458.4309,135352357369.4079,42.800000000000246
73,15.766916559247235,NA1,561880085183.4491,135352357369.4079,42.90000000000025
73,15.667341869661023,NA1,557789475418.7699,135352357369.4079,43.00000000000024
73,15.569146862147937,NA1,553737175128.87,135352357369.4079,43.10000000000025
73,15.472312582945264,NA1,549722726135.91406,135352357369.4079,43.20000000000024
73,15.376820368715391,NA1,545745677011.9184,135352357369.4079,43.300000000000246
73,15.282651842887683,NA1,541805582971.8597,135352357369.4079,43.40000000000025
73,15.189788911990282,NA1,537902005767.77905,135352357369.4079,43.500000000000256
73,15.098213761975964,NA1,534034513583.94977,135352357369.4079,43.60000000000025
73,15.007908854544972,NA1,530202680933.1323,135352357369.4079,43.70000000000026
73,14.918856923468855,NA1,526406088553.99036,135352357369.4079,43.800000000000246
73,14.831040970917732,NA1,522644323309.67255,135352357369.4079,43.900000000000254
73,14.744444263794566,NA1,518916978087.62225,135352357369.4079,44.000000000000256
73,14.659050330078664,NA1,515223651700.6206,135352357369.4079,44.10000000000026
73,14.57484295518145,NA1,511563948789.10657,135352357369.4079,44.20000000000026
73,14.491806178316654,NA1,507937479724.7805,135352357369.4079,44.300000000000274
73,14.409924288887465,NA1,504343860515.52234,135352357369.4079,44.400000000000254
73,14.329181822892458,NA1,500782712711.6271,135352357369.4079,44.50000000000028
73,14.249563559352662,NA1,497253663313.3806,135352357369.4079,44.60000000000026
73,14.171054516761208,NA1,493756344679.97577,135352357369.4079,44.70000000000028
73,14.093639949557755,NA1,490290394439.78564,135352357369.4079,44.800000000000274
73,14.017305344628769,NA1,486855455401.98615,135352357369.4079,44.900000000000276
73,13.942036417835558,NA1,483451175469.5466,135352357369.4079,45.00000000000028
73,13.86781911057111,NA1,480077207553.5695,135352357369.4079,45.10000000000028
73,13.794639586347216,NA1,476733209489.00085,135352357369.4079,45.20000000000028
73,13.722484227412716,NA1,473418843951.6834,135352357369.4079,45.300000000000274
73,13.651339631404294,NA1,470133778376.7733,135352357369.4079,45.400000000000276
73,13.581192608030358,NA1,466877684878.4948,135352357369.4079,45.500000000000284
73,13.512030175789196,NA1,463650240171.2391,135352357369.4079,45.60000000000028
73,13.443839558721823,NA1,460451125491.987,135352357369.4079,45.70000000000029
73,13.376608183200617,NA1,457280026524.0653,135352357369.4079,45.800000000000274
73,13.310323674753912,NA1,454136633322.2013,135352357369.4079,45.900000000000276
73,13.244973854927451,NA1,451020640238.8896,135352357369.4079,46.000000000000284
73,13.180546738182864,NA1,447931745852.03925,135352357369.4079,46.100000000000286
73,13.117030528833789,NA1,444869652893.9049,135352357369.4079,46.20000000000029
73,13.054413618019833,NA1,441834068181.274,135352357369.4079,46.300000000000296
73,12.992684580718716,NA1,438824702546.91077,135352357369.4079,46.400000000000276
73,12.93183217279676,NA1,435841270772.2277,135352357369.4079,46.5000000000003
73,12.871845328098031,NA1,432883491521.18665,135352357369.4079,46.600000000000286
73,12.812713155572029,NA1,429951087275.39594,135352357369.4079,46.70000000000029
73,12.754424936440273,NA1,427043784270.4055,135352357369.4079,46.800000000000296
73,12.696970121401549,NA1,424161312433.1685,135352357369.4079,46.9000000000003
73,12.640338327876066,NA1,421303405320.6687,135352357369.4079,47.0000000000003
73,12.584519337288251,NA1,418469800059.6797,135352357369.4079,47.10000000000032
73,12.529503092388353,NA1,415660237287.6584,135352357369.4079,47.20000000000029
73,12.475279694612466,NA1,412874461094.73846,135352357369.4079,47.300000000000324
73,12.4218394014811,NA1,410112218966.8203,135352357369.4079,47.4000000000003
73,12.369172624035938,NA1,407373261729.7306,135352357369.4079,47.50000000000031
73,12.317269924314763,NA1,404657343494.44257,135352357369.4079,47.60000000000032
73,12.266122012864097,NA1,401964221603.33057,135352357369.4079,47.70000000000032
73,12.215719746289645,NA1,399293656577.453,135352357369.4079,47.800000000000324
73,12.166054124843923,NA1,396645412064.8349,135352357369.4079,47.900000000000325
73,12.11711629005115,NA1,394019254789.74164,135352357369.4079,48.00000000000031
73,12.068897522368767,NA1,391414954502.91974,135352357369.4079,48.10000000000032
73,12.021389238885583,NA1,388832283932.7957,135352357369.4079,48.20000000000032
73,11.974582991056003,NA1,386271018737.606,135352357369.4079,48.300000000000324
73,11.92847046247011,NA1,383730937458.4505,135352357369.4079,48.400000000000325
73,11.883043466659231,NA1,381211821473.2438,135352357369.4079,48.50000000000033
73,11.838293944936574,NA1,378713454951.55676,135352357369.4079,48.60000000000032
73,11.794213964272684,NA1,376235624810.3225,135352357369.4079,48.70000000000032
73,11.750795715205228,NA1,373778120670.39777,135352357369.4079,48.800000000000324
73,11.708031509782742,NA1,371340734813.9568,135352357369.4079,48.900000000000325
73,11.665913779542036,NA1,368923262142.70844,135352357369.4079,49.00000000000033
73,11.624435073518706,NA1,366525500136.91284,135352357369.4079,49.10000000000034
73,11.58358805629053,NA1,364147248815.1885,135352357369.4079,49.20000000000032
73,11.543365506053137,NA1,361788310695.0886,135352357369.4079,49.300000000000345
73,11.503760312727767,NA1,359448490754.43665,135352357369.4079,49.400000000000325
73,11.464765476100451,NA1,357127596393.3985,135352357369.4079,49.50000000000034
73,11.426374103992478,NA1,354825437397.28406,135352357369.4079,49.60000000000034
73,11.38857941046139,NA1,352541825900.05646,135352357369.4079,49.700000000000344
73,11.351374714032504,NA1,350276576348.54047,135352357369.4079,49.800000000000345
73,11.31475343596009,NA1,348029505467.30817,135352357369.4079,49.900000000000354
73,11.278709098518135,NA1,345800432224.2353,135352357369.4079,50.00000000000034
73,11.243235323320096,NA1,343589177796.7075,135352357369.4079,50.10000000000035
73,11.20832582966731,NA1,341395565538.46985,135352357369.4079,50.200000000000344
73,11.173974432925494,NA1,339219420947.0955,135352357369.4079,50.30000000000035
73,11.140175042929123,NA1,337060571632.07227,135352357369.4079,50.400000000000354
73,11.106921662413123,NA1,334918847283.4846,135352357369.4079,50.50000000000036
73,11.074208385471485,NA1,332794079641.28357,135352357369.4079,50.60000000000035
73,11.042029396042446,NA1,330686102465.12634,135352357369.4079,50.70000000000037
73,11.010378966419765,NA1,328594751504.78186,135352357369.4079,50.80000000000035
73,10.979251455789703,NA1,326519864471.0788,135352357369.4079,50.90000000000036
73,10.948641308793341,NA1,324461281007.39496,135352357369.4079,51.00000000000036
73,10.91854305411377,NA1,322418842661.66705,135352357369.4079,51.10000000000037
73,10.888951303087799,NA1,320392392858.9178,135352357369.4079,51.20000000000037
73,10.85986074834176,NA1,318381776874.279,135352357369.4079,51.300000000000374
73,10.831266162451088,NA1,316386841806.5114,135352357369.4079,51.40000000000036
73,10.80316239662315,NA1,314407436551.999,135352357369.4079,51.50000000000037
73,10.77554437940311,NA1,312443411779.2157,135352357369.4079,51.60000000000037
73,10.748407115402285,NA1,310494619903.6478,135352357369.4079,51.70000000000037
73,10.721745684048773,NA1,308560915063.1682,135352357369.4079,51.800000000000374
73,10.695555238359834,NA1,306642153093.8449,135352357369.4079,51.90000000000038
73,10.669831003735812,NA1,304738191506.18207,135352357369.4079,52.00000000000037
73,10.644568276775054,NA1,302848889461.7763,135352357369.4079,52.10000000000038
73,10.619762424109679,NA1,300974107750.3868,135352357369.4079,52.20000000000037
73,10.595408881261605,NA1,299113708767.4012,135352357369.4079,52.30000000000038
73,10.571503151518792,NA1,297267556491.6983,135352357369.4079,52.40000000000038
73,10.548040804830942,NA1,295435516463.8886,135352357369.4079,52.500000000000384
73,10.525017476724805,NA1,293617455764.9342,135352357369.4079,52.60000000000038
73,10.502428867238283,NA1,291813242995.12976,135352357369.4079,52.7000000000004
73,10.480270739873403,NA1,290022748253.4465,135352357369.4079,52.80000000000038
73,10.458538920567527,NA1,288245843117.222,135352357369.4079,52.90000000000039
73,10.437229296682657,NA1,286482400622.19507,135352357369.4079,53.000000000000384
73,10.416337816012488,NA1,284732295242.8739,135352357369.4079,53.10000000000039
73,10.395860485806823,NA1,282995402873.2335,135352357369.4079,53.2000000000004
73,10.375793371813138,NA1,281271600807.73004,135352357369.4079,53.3000000000004
73,10.356132597334957,NA1,279560767722.63336,135352357369.4079,53.40000000000039
73,10.336874342306686,NA1,277862783657.66034,135352357369.4079,53.5000000000004
73,10.318014842384722,NA1,276177529997.9125,135352357369.4079,53.60000000000039
73,10.299550388054461,NA1,274504889456.1049,135352357369.4079,53.7000000000004
73,10.281477323752961,NA1,272844746055.08264,135352357369.4079,53.8000000000004
73,10.263792047006936,NA1,271196985110.61682,135352357369.4079,53.900000000000404
73,10.246491007585904,NA1,269561493214.47794,135352357369.4079,54.0000000000004
73,10.229570706670073,NA1,267938158217.77484,135352357369.4079,54.10000000000041
73,10.213027696032883,NA1,266326869214.5609,135352357369.4079,54.2000000000004
73,10.196858577237707,NA1,264727516525.69305,135352357369.4079,54.30000000000041
73,10.181060000848717,NA1,263139991682.94885,135352357369.4079,54.400000000000404
73,10.165628665655447,NA1,261564187413.3842,135352357369.4079,54.50000000000041
73,10.150561317910913,NA1,259999997623.93912,135352357369.4079,54.60000000000041
73,10.135854750583034,NA1,258447317386.27557,135352357369.4079,54.70000000000042
73,10.121505802619076,NA1,256906042921.85034,135352357369.4079,54.80000000000041
73,10.107511358222906,NA1,255376071587.213,135352357369.4079,54.90000000000042
73,10.093868346144875,NA1,253857301859.5288,135352357369.4079,55.00000000000041
73,10.08057373898396,NA1,252349633322.3172,135352357369.4079,55.10000000000042
73,10.067624552502119,NA1,250852966651.40707,135352357369.4079,55.20000000000042
73,10.055017844950495,NA1,249367203601.0981,135352357369.4079,55.300000000000416
73,10.042750716407332,NA1,247892246990.53113,135352357369.4079,55.40000000000042
73,10.030820308127355,NA1,246428000690.25583,135352357369.4079,55.50000000000042
73,10.019223801902442,NA1,244974369609.00067,135352357369.4079,55.60000000000042
73,10.007958419433297,NA1,243531259680.6309,135352357369.4079,55.70000000000043
73,9.997021421712052,NA1,242098577851.30173,135352357369.4079,55.800000000000416
73,9.986410108415471,NA1,240676232066.79343,135352357369.4079,55.90000000000043
73,9.976121817308686,NA1,239264131260.03244,135352357369.4079,56.00000000000042
73,9.96615392365912,NA1,237862185338.78818,135352357369.4079,56.10000000000044
73,9.956503839660556,NA1,236470305173.55057,135352357369.4079,56.20000000000043
73,9.94716901386712,NA1,235088402585.57437,135352357369.4079,56.30000000000044
73,9.938146930636929,NA1,233716390335.09848,135352357369.4079,56.40000000000043
73,9.929435109585325,NA1,232354182109.72763,135352357369.4079,56.50000000000044
73,9.92103110504748,NA1,231001692512.9795,135352357369.4079,56.60000000000044
73,9.912932505550136,NA1,229658837052.99097,135352357369.4079,56.700000000000436
73,9.905136933292496,NA1,228325532131.3839,135352357369.4079,56.80000000000044
73,9.897642043635816,NA1,227001695032.28232,135352357369.4079,56.90000000000046
73,9.890445524601867,NA1,225687243911.4856,135352357369.4079,57.00000000000044
73,9.883545096379807,NA1,224382097785.78772,135352357369.4079,57.100000000000456
73,9.876938510841509,NA1,223086176522.4454,135352357369.4079,57.200000000000436
73,9.870623551065096,NA1,221799400828.78915,135352357369.4079,57.30000000000046
73,9.864598030866565,NA1,220521692241.9775,135352357369.4079,57.40000000000046
73,9.85885979433936,NA1,219252973118.88922,135352357369.4079,57.500000000000455
73,9.853406715401686,NA1,217993166626.15402,135352357369.4079,57.600000000000456
73,9.84823669735154,NA1,216742196730.31683,135352357369.4079,57.70000000000046
73,9.843347672429182,NA1,215499988188.13596,135352357369.4079,57.80000000000046
73,9.838737601387006,NA1,214266466537.00986,135352357369.4079,57.90000000000046
73,9.834404473066677,NA1,213041558085.5354,135352357369.4079,58.000000000000455
73,9.83034630398329,NA1,211825189904.18787,135352357369.4079,58.100000000000456
73,9.826561137916583,NA1,210617289816.12997,135352357369.4079,58.20000000000046
73,9.823047045508964,NA1,209417786388.13925,135352357369.4079,58.300000000000466
73,9.819802123870241,NA1,208226608921.6588,135352357369.4079,58.40000000000046
73,9.816824496188987,NA1,207043687443.96402,135352357369.4079,58.50000000000047
73,9.814112311350362,NA1,205868952699.4481,135352357369.4079,58.600000000000456
73,9.811663743560286,NA1,204702336141.02066,135352357369.4079,58.700000000000465
73,9.809476991975886,NA1,203543769921.6212,135352357369.4079,58.800000000000466
73,9.807550280342063,NA1,202393186885.8415,135352357369.4079,58.900000000000475
73,9.80588185663406,NA1,201250520561.66135,135352357369.4079,59.00000000000047
73,9.804469992705968,NA1,200115705152.28815,135352357369.4079,59.10000000000048
73,9.803312983945005,NA1,198988675528.10645,135352357369.4079,59.200000000000465
73,9.802409148931547,NA1,197869367218.73065,135352357369.4079,59.30000000000048
73,9.801756829104681,NA1,196757716405.1614,135352357369.4079,59.400000000000475
73,9.801354388433312,NA1,195653659912.04398,135352357369.4079,59.500000000000476
73,9.801200213092638,NA1,194557135200.02737,135352357369.4079,59.60000000000048
73,9.801292711145916,NA1,193468080358.2209,135352357369.4079,59.70000000000049
73,9.801630312231442,NA1,192386434096.75143,135352357369.4079,59.80000000000048
73,9.802211467254644,NA1,191312135739.41223,135352357369.4079,59.900000000000496
73,9.803034648085179,NA1,190245125216.41196,135352357369.4079,60.000000000000476
73,9.804098347258941,NA1,189185343057.2119,135352357369.4079,60.1000000000005
73,9.805401077684923,NA1,188132730383.45944,135352357369.4079,60.20000000000049
73,9.806941372356857,NA1,187087228902.00992,135352357369.4079,60.300000000000495
73,9.808717784069437,NA1,186048780898.03973,135352357369.4079,60.400000000000496
73,9.81072888513921,NA1,185017329228.24658,135352357369.4079,60.5000000000005
73,9.812973267129902,NA1,183992817314.13785,135352357369.4079,60.6000000000005
73,9.815449540582213,NA1,182975189135.40387,135352357369.4079,60.70000000000049
73,9.818156334747881,NA1,181964389223.3781,135352357369.4079,60.800000000000495
73,9.821092297328091,NA1,180960362654.5779,135352357369.4079,60.900000000000496
73,9.824256094216002,NA1,179963055044.33173,135352357369.4079,61.0000000000005
73,9.82764640924341,NA1,178972412540.48358,135352357369.4079,61.1000000000005
73,9.831261943931459,NA1,177988381817.18152,135352357369.4079,61.20000000000049
73,9.835101417245285,NA1,177010910068.74298,135352357369.4079,61.30000000000051
73,9.839163565352594,NA1,176039945003.60013,135352357369.4079,61.400000000000496
73,9.843447141386033,NA1,175075434838.32056,135352357369.4079,61.5000000000005
73,9.84795091520932,NA1,174117328291.70645,135352357369.4079,61.6000000000005
73,9.85267367318711,NA1,173165574578.96646,135352357369.4079,61.70000000000051
73,9.857614217958412,NA1,172220123405.96426,135352357369.4079,61.80000000000051
73,9.862771368213636,NA1,171280924963.53815,135352357369.4079,61.90000000000053
73,9.868143958475095,NA1,170347929921.89505,135352357369.4079,62.0000000000005
