,i_half,train_RMSF,test_RMSF
0,484.38323165543443,35.051868549477,35.051868549477
1,493.820261068841,27.589861116695232,178.58499433646347
2,482.41559938862895,39.26134773307057,10.762392849856406
3,487.81715911949243,33.52675166641443,50.37569361196507
4,493.3144071418656,36.16154017500293,27.09226956051296
5,472.9753024644003,34.54351333841074,40.96389469172626
6,477.14758748244384,38.89442754933797,12.365470506962566
7,475.01765738093127,37.83717979778598,15.396394567708448
8,481.2895084553867,29.982739883479724,124.4110095910799
9,484.9197155793256,34.20101746926511,44.17473972194617
10,477.49875255519976,39.53873718499102,7.8660269651956245
