,i_half,train_RMSF,test_RMSF
0,295.00045634807464,95.00156892762321,95.00156892762321
1,295.7880307780946,90.62445011343108,137.83042598688183
2,296.73106881190415,97.30600196805074,77.73925952145593
3,295.16115289424346,98.04428956639745,72.60003885469048
4,295.5810586035782,102.92571881315182,46.04523600297517
5,295.17561530496977,99.7907661126959,57.57394153626397
6,296.32928753151253,78.49220014061342,439.6950911202689
7,296.29028390241314,100.49473113484966,53.35800016240652
8,296.64017710659226,93.07302512345906,115.3192906547632
9,295.07184109555703,93.09605642114744,114.82960115100195
10,295.10106672161,98.27568515372458,67.75023942557938
