,estimated_damage,1,2,3,4,5,6,7,8,9,10
0,8116713360.321469,8116749915.835234,8116555866.083843,8057646226.2010765,8116722452.281851,8116754129.661949,8116751246.924579,8116754128.898567,8116724578.788567,8116753988.943448,8071953026.360556
1,3658270559.199084,3658703275.353109,3656405355.618798,3055543727.813581,3658378190.4042473,3658753150.1945057,3658719030.2397804,3658753141.1592665,3658403363.4068837,3658751484.668203,3177780308.505422
2,391249535.5956896,391254973.2814466,391226059.117962,380726283.93841577,391250888.440139,391255599.8173568,391255171.20163316,391255599.7038586,391251204.8167649,391255578.8954489,383373620.3596358
3,817687.0713594627,817691.4218765026,817668.4182833425,814073.7680713041,817688.1526619695,817691.9238808834,817691.5804412758,817691.9237899304,817688.4056373308,817691.9071150055,814716.821128635
4,940983347.2510036,941165093.720078,940199843.0782621,697973955.1139103,941028554.5555596,941186041.2669243,941171710.8204759,941186037.4721158,941039127.6561054,941185341.7439066,744591650.6423745
5,11429036399.370953,11429119177.51163,11428679006.417784,11266851842.003897,11429056993.861017,11429128715.243935,11429122190.444267,11429128713.516157,11429061810.087572,11429128396.750696,11308047153.900017
6,6191706.40019928,6192008.064496505,6190408.315772813,5827011.663757956,6191781.416062022,6192042.8469085,6192019.051577096,6192042.840607144,6191798.962668968,6192041.685338454,5898756.108773817
7,52725.54252830448,52729.123772497165,52710.13435392701,48284.112193898036,52726.43307003128,52729.5367086369,52729.254210630235,52729.53663382708,52726.64137418166,52729.52291845726,49192.08525254292
8,4176746.7363089086,4176846.1114657936,4176319.418212836,4058677.307733782,4176771.445783018,4176857.571298347,4176849.7313635843,4176857.569222196,4176777.2256960054,4176857.1885877848,4082828.181869706
9,695485701.7458987,695529159.0436683,695299260.8362644,657521655.3336462,695496503.821569,695534172.9096295,695530742.7546562,695534172.0012337,695499030.922872,695534005.4593621,664188100.8718846
10,36753398.16851665,36753452.81980921,36753162.44291558,36655632.02663351,36753411.76339901,36753459.11805541,36753454.809371635,36753459.116914436,36753414.94287797,36753458.90773389,36679869.80448602
11,7546670.201614953,7546684.9519888135,7546606.5215966245,7517851.645822686,7546673.871344889,7546686.65155813,7546685.488875605,7546686.651250251,7546674.729551239,7546686.594804379,7525188.3442294095
