,estimated_damage,1,2,3,4,5,6,7,8,9,10
0,7510441286.854859,9210465086.238836,10838696414.794207,11798477573.339846,11813178359.894726,10889109064.213627,6125285919.679934,11056370632.248016,12815369946.17523,13950145214.87672,15172785566.212378
1,1428106943.3080583,1783493486.762901,2138426882.77171,2355166416.005517,2358532895.3125052,2149665643.927223,1148646999.992563,2187067233.159993,2591559892.943096,2864377560.611553,3170160462.774573
2,13419204.353451917,17350730.461618423,21600773.332693018,24364047.143163387,24408000.293376647,21740869.788273722,10538314.432759935,22209591.12688567,27528634.08003462,31381408.764462844,35960538.01894241
3,774987.9124098748,878859.2196716539,970340.1644642622,1021574.2937382148,1022346.1863554366,973075.1284671326,681397.8027925114,982112.6454100761,1074173.2320641535,1131231.6166356928,1191202.1338681288
4,3266712822.5847783,3910033682.2695694,4544628660.703867,4934146839.072445,4940226443.484217,4564753002.08762,2742980064.9013243,4631771052.783017,5364104123.526313,5870085029.511988,6453308370.876516
5,3860793232.6314077,5057431495.863479,6356043157.91929,7201996246.711237,7215459553.200522,6398907669.700629,2989137449.4790206,6542340816.838079,8171801799.074605,9353451665.890419,10758693220.667587
6,10922250.563254997,12704851.946976943,14369776.412831603,15343862.957120532,15358776.354998406,14420999.614194945,9405999.653153261,14590878.4638638,16376729.319670238,17536528.982535675,18801926.14713587
7,112322.70726987217,145792.40240584337,181890.53365585665,205331.38276090275,205704.1272994474,183079.38501323503,87742.82925336785,187056.5552872699,232164.81661725588,264838.0543965235,303709.7976252988
8,623795988.4222218,819464075.2744298,1033155212.5194681,1173131477.745963,1175364175.8838866,1040233064.4536424,481997517.4989814,1063928372.2090673,1334363048.4031906,1531930403.6923215,1768503576.976553
9,1399212348.9125295,1777982109.8527648,2178796719.7982597,2435557050.1147766,2439619475.6978164,2191881551.718061,1115170047.831999,2235605506.393225,2726454790.969513,3076602306.114561,3487678349.6438727
10,363056710.393611,447328975.78307617,528303367.57850444,576091522.6865867,576823579.1651219,530812874.14018834,294710837.1882685,539139665.1150892,626723224.1021912,683172514.7826271,743860761.555066
11,19198.2370650947,23558.2102151356,27798.18972787475,30334.931743597084,30374.0287229197,27930.68662751714,15679.437508075498,28370.864921531156,33057.95329937333,36144.517773987565,39532.60578034572
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,5940539.136859385,6841404.197455421,7639716.003098908,8085404.200589648,8092099.692000514,7663557.961758443,5142702.526988718,7742310.271139214,8539773.752720611,9026977.560608584,9530315.311358845
14,108831.1345889963,129376.29096472374,147770.15398355812,158052.06603151766,158206.40795711914,148320.37188110643,91020.76743202841,150137.78070731237,168509.05058058823,179663.57483592015,191092.42961444793
15,2984858380.7366366,3894743593.827811,4874095128.326532,5507608257.052432,5517662340.087724,4906279592.112211,2317536800.189731,5013909586.22747,6229586988.082943,7103157262.6853075,8133390908.769486
16,79703809.28543104,103927694.13268554,130003175.49988715,146873660.63476786,147141425.34248772,130860182.08052789,61935374.38524472,133726198.37609492,166103839.79567638,189378017.71358797,216835900.40261734
17,47967281.87537591,61105363.839482516,74814490.1898898,83480949.26499072,83617322.22477496,75258373.12550333,38026168.052957386,76739917.43176533,93186746.80691282,104708677.85084978,118011616.07904758
18,179145158.1797857,221193300.95026672,264555160.70866126,291811848.34127134,292240064.8191389,265953549.9153898,146734490.20457757,270618936.6095583,322246761.0269219,358291463.0895134,399830441.56137806
19,191932.97547302183,223869.56939667434,254004.31157694888,271777.64728469565,272050.6152577834,254936.2481920772,165030.22863651827,258029.069986402,290746.8887840709,312213.31291987805,335860.71417007677
20,598735788.8872017,678038112.5206231,743855797.6208621,778915308.3573937,779433380.795866,745760651.8111184,523895510.4853968,752028533.5264871,813527696.8341581,849501394.2395204,885595798.1991267
21,5615007.560327889,6651958.4939341545,7665583.7698007,8279833.32940807,8289360.80768159,7697490.567159263,4768392.729745819,7803619.958677841,8948471.35991068,9720384.150352888,10587457.812070923
22,7388984.6468377635,8774232.36331197,10148322.528706048,10989242.820906151,11002330.087827653,10191860.731165124,6275271.543563598,10336795.02013299,11910701.000662666,12981366.970856305,14191611.708551219
23,6006434427.593664,7228310198.455421,8368441997.688225,9028714970.74718,9038765622.662285,8403328733.166685,4981955456.229868,8518910574.194233,9719708781.960981,10481069001.251133,11290360684.159473
24,5499976757.327727,6765598564.888394,8038348068.036619,8823910493.240433,8836172547.522285,8078904154.192563,4501390753.596802,8214004774.069142,9689859442.250933,10702391497.791496,11854790559.058847
25,33737.12080843071,44481.365679834205,56297.69600167586,64084.167215624875,64208.66185412219,56690.53819298777,25996.63100713824,58006.380607620325,73098.27860170304,84209.85188995406,97610.86314134086
26,898001559.2361923,1150352085.0854254,1412508382.3204613,1577187123.6795413,1579770749.6131916,1420965218.466195,707138172.1934268,1449174956.133897,1760411893.2198539,1976064406.9509413,2222327266.8750424
