,i_half,train_RMSF,test_RMSF
0,295.6402964045088,41.59132284859093,41.59132284859093
1,295.3004503548027,41.02877072290557,46.36543140636964
2,296.0854378568386,45.73114715945393,17.17765572931239
3,302.7683953031736,43.267199978933334,28.91647186102306
4,295.58862440247964,46.65676452246075,11.228605300745377
5,295.00895603082495,39.940482989059014,59.35389844874611
6,295.2647372946243,42.4080494020391,34.568486850542094
7,295.017791197253,46.43357309147706,12.035837587130153
8,295.57514215241656,37.60287584679885,95.18667771714739
9,295.09677619514196,41.702110946202836,40.57623892147398
10,302.03678442430123,32.66575232247058,242.06122735006284
