,i_half,train_RMSF,test_RMSF
0,586.4157997927397,60.00863883059057,60.00863883059057
1,572.1632303533677,58.876388938692365,71.69908276059483
2,570.0552084871139,62.983736500836244,40.128638351654885
3,574.4877387490893,65.36212580732884,27.216763008225627
4,554.1786652171306,58.03300659654198,87.75903185000341
5,563.7761620537104,68.11574317107087,17.898364697259318
6,606.6662863851732,57.414745298133234,93.57654058222631
7,582.4489727420844,71.26924565402979,5.553676689166722
8,610.8664294625364,58.631430415780464,79.29269251518552
9,586.9899839715463,65.28065775410364,23.848814122677467
10,615.7096942289609,37.36667719094153,1421.4020162776826
